/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset photo train_idx: 1123, val_idx: 374, test_idx: 5990
Debug: Dataset photo train_idx: 10, val_idx: 10, test_idx: 10
Dataset: photo | #Nodes: 7487 | #Edges: 238087 | #Classes: 8 |#Features: 745
Epoch 00107 | Loss(train) 0.8034 | Acc(train) 0.7177 | Acc(val) 0.8476 |
Epoch 00108 | Loss(train) 0.7959 | Acc(train) 0.7142 | Acc(val) 0.8449 |
Epoch 00109 | Loss(train) 0.7751 | Acc(train) 0.7240 | Acc(val) 0.8476 |
Epoch 00110 | Loss(train) 0.7825 | Acc(train) 0.7266 | Acc(val) 0.8422 |
Epoch 00111 | Loss(train) 0.8204 | Acc(train) 0.7231 | Acc(val) 0.8449 |
Epoch 00112 | Loss(train) 0.7631 | Acc(train) 0.7320 | Acc(val) 0.8503 |
Epoch 00113 | Loss(train) 0.8167 | Acc(train) 0.6892 | Acc(val) 0.8449 |
Epoch 00114 | Loss(train) 0.7588 | Acc(train) 0.7240 | Acc(val) 0.8529 |
Epoch 00115 | Loss(train) 0.8481 | Acc(train) 0.7070 | Acc(val) 0.8503 |
Epoch 00116 | Loss(train) 0.7907 | Acc(train) 0.7213 | Acc(val) 0.8476 |
Epoch 00117 | Loss(train) 0.7760 | Acc(train) 0.7150 | Acc(val) 0.8396 |
Epoch 00118 | Loss(train) 0.8203 | Acc(train) 0.7222 | Acc(val) 0.8503 |
Epoch 00119 | Loss(train) 0.7516 | Acc(train) 0.7364 | Acc(val) 0.8476 |
Epoch 00120 | Loss(train) 0.8220 | Acc(train) 0.7124 | Acc(val) 0.8503 |
Epoch 00121 | Loss(train) 0.8023 | Acc(train) 0.7240 | Acc(val) 0.8503 |
Epoch 00122 | Loss(train) 0.7754 | Acc(train) 0.7373 | Acc(val) 0.8449 |
Epoch 00123 | Loss(train) 0.7885 | Acc(train) 0.7195 | Acc(val) 0.8449 |
Epoch 00124 | Loss(train) 0.7867 | Acc(train) 0.7346 | Acc(val) 0.8422 |
Epoch 00125 | Loss(train) 0.7845 | Acc(train) 0.7213 | Acc(val) 0.8476 |
Epoch 00126 | Loss(train) 0.7683 | Acc(train) 0.7453 | Acc(val) 0.8529 |
Epoch 00127 | Loss(train) 0.7489 | Acc(train) 0.7293 | Acc(val) 0.8503 |
Epoch 00128 | Loss(train) 0.7610 | Acc(train) 0.7391 | Acc(val) 0.8529 |
Epoch 00129 | Loss(train) 0.7985 | Acc(train) 0.7471 | Acc(val) 0.8476 |
Epoch 00130 | Loss(train) 0.7668 | Acc(train) 0.7311 | Acc(val) 0.8476 |
Epoch 00131 | Loss(train) 0.7887 | Acc(train) 0.7222 | Acc(val) 0.8583 |
Epoch 00132 | Loss(train) 0.7414 | Acc(train) 0.7453 | Acc(val) 0.8556 |
Epoch 00133 | Loss(train) 0.7747 | Acc(train) 0.7320 | Acc(val) 0.8556 |
Epoch 00134 | Loss(train) 0.8217 | Acc(train) 0.6830 | Acc(val) 0.8476 |
Epoch 00135 | Loss(train) 0.8048 | Acc(train) 0.7498 | Acc(val) 0.8610 |
Epoch 00136 | Loss(train) 0.7924 | Acc(train) 0.7311 | Acc(val) 0.8529 |
Epoch 00137 | Loss(train) 0.7477 | Acc(train) 0.7364 | Acc(val) 0.8556 |
Epoch 00138 | Loss(train) 0.7283 | Acc(train) 0.7622 | Acc(val) 0.8529 |
Epoch 00139 | Loss(train) 0.7353 | Acc(train) 0.7498 | Acc(val) 0.8476 |
Epoch 00140 | Loss(train) 0.7302 | Acc(train) 0.7596 | Acc(val) 0.8476 |
Epoch 00141 | Loss(train) 0.7351 | Acc(train) 0.7507 | Acc(val) 0.8529 |
Epoch 00142 | Loss(train) 0.7352 | Acc(train) 0.7507 | Acc(val) 0.8503 |
Epoch 00143 | Loss(train) 0.7707 | Acc(train) 0.7489 | Acc(val) 0.8583 |
Epoch 00144 | Loss(train) 0.7570 | Acc(train) 0.7329 | Acc(val) 0.8503 |
Epoch 00145 | Loss(train) 0.7954 | Acc(train) 0.7453 | Acc(val) 0.8610 |
Epoch 00146 | Loss(train) 0.7178 | Acc(train) 0.7462 | Acc(val) 0.8556 |
Epoch 00147 | Loss(train) 0.7338 | Acc(train) 0.7605 | Acc(val) 0.8556 |
Epoch 00148 | Loss(train) 0.7810 | Acc(train) 0.7391 | Acc(val) 0.8583 |
Epoch 00149 | Loss(train) 0.7002 | Acc(train) 0.7569 | Acc(val) 0.8556 |
Epoch 00150 | Loss(train) 0.7067 | Acc(train) 0.7622 | Acc(val) 0.8636 |
Epoch 00151 | Loss(train) 0.7378 | Acc(train) 0.7498 | Acc(val) 0.8690 |*
Epoch 00152 | Loss(train) 0.7069 | Acc(train) 0.7444 | Acc(val) 0.8770 |*
Epoch 00153 | Loss(train) 0.7167 | Acc(train) 0.7516 | Acc(val) 0.8690 |
Epoch 00154 | Loss(train) 0.7222 | Acc(train) 0.7355 | Acc(val) 0.8663 |
Epoch 00155 | Loss(train) 0.7320 | Acc(train) 0.7498 | Acc(val) 0.8583 |
Epoch 00156 | Loss(train) 0.7241 | Acc(train) 0.7516 | Acc(val) 0.8743 |
Epoch 00157 | Loss(train) 0.7239 | Acc(train) 0.7614 | Acc(val) 0.8824 |*
Epoch 00158 | Loss(train) 0.7500 | Acc(train) 0.7391 | Acc(val) 0.8743 |
Epoch 00159 | Loss(train) 0.7941 | Acc(train) 0.7685 | Acc(val) 0.8529 |
Epoch 00160 | Loss(train) 0.7156 | Acc(train) 0.7337 | Acc(val) 0.8583 |
Epoch 00161 | Loss(train) 0.7460 | Acc(train) 0.7489 | Acc(val) 0.8636 |
Epoch 00162 | Loss(train) 0.8820 | Acc(train) 0.7373 | Acc(val) 0.8984 |*
Epoch 00163 | Loss(train) 0.8130 | Acc(train) 0.7275 | Acc(val) 0.8957 |
Epoch 00164 | Loss(train) 0.7424 | Acc(train) 0.7409 | Acc(val) 0.8583 |
Epoch 00165 | Loss(train) 0.7272 | Acc(train) 0.7560 | Acc(val) 0.8449 |
Epoch 00166 | Loss(train) 0.7557 | Acc(train) 0.7293 | Acc(val) 0.8717 |
Epoch 00167 | Loss(train) 0.7103 | Acc(train) 0.7418 | Acc(val) 0.8877 |
Epoch 00168 | Loss(train) 0.7652 | Acc(train) 0.7409 | Acc(val) 0.8957 |
Epoch 00169 | Loss(train) 0.7607 | Acc(train) 0.7444 | Acc(val) 0.8583 |
Epoch 00170 | Loss(train) 0.7219 | Acc(train) 0.7631 | Acc(val) 0.8503 |
Epoch 00171 | Loss(train) 0.7524 | Acc(train) 0.7373 | Acc(val) 0.8529 |
Epoch 00172 | Loss(train) 0.8006 | Acc(train) 0.7275 | Acc(val) 0.8529 |
Epoch 00173 | Loss(train) 0.7373 | Acc(train) 0.7418 | Acc(val) 0.8770 |
Epoch 00174 | Loss(train) 0.7697 | Acc(train) 0.7311 | Acc(val) 0.8770 |
Epoch 00175 | Loss(train) 0.7966 | Acc(train) 0.7266 | Acc(val) 0.8663 |
Epoch 00176 | Loss(train) 0.6976 | Acc(train) 0.7685 | Acc(val) 0.8556 |
Epoch 00177 | Loss(train) 0.7002 | Acc(train) 0.7658 | Acc(val) 0.8636 |
Epoch 00178 | Loss(train) 0.7479 | Acc(train) 0.7498 | Acc(val) 0.8717 |
Epoch 00179 | Loss(train) 0.7173 | Acc(train) 0.7524 | Acc(val) 0.8743 |
Epoch 00180 | Loss(train) 0.7330 | Acc(train) 0.7524 | Acc(val) 0.8717 |
Epoch 00181 | Loss(train) 0.8027 | Acc(train) 0.7400 | Acc(val) 0.8556 |
Epoch 00182 | Loss(train) 0.7014 | Acc(train) 0.7667 | Acc(val) 0.8422 |
Epoch 00183 | Loss(train) 0.7820 | Acc(train) 0.7133 | Acc(val) 0.8610 |
Epoch 00184 | Loss(train) 0.7056 | Acc(train) 0.7587 | Acc(val) 0.8850 |
Epoch 00185 | Loss(train) 0.7704 | Acc(train) 0.7400 | Acc(val) 0.8797 |
Epoch 00186 | Loss(train) 0.7520 | Acc(train) 0.7418 | Acc(val) 0.8717 |
Epoch 00187 | Loss(train) 0.7283 | Acc(train) 0.7569 | Acc(val) 0.8556 |
Epoch 00188 | Loss(train) 0.7947 | Acc(train) 0.7364 | Acc(val) 0.8636 |
Epoch 00189 | Loss(train) 0.7415 | Acc(train) 0.7489 | Acc(val) 0.8824 |
Epoch 00190 | Loss(train) 0.7137 | Acc(train) 0.7694 | Acc(val) 0.8770 |
Epoch 00191 | Loss(train) 0.7363 | Acc(train) 0.7587 | Acc(val) 0.8797 |
Epoch 00192 | Loss(train) 0.7205 | Acc(train) 0.7747 | Acc(val) 0.8797 |
Epoch 00193 | Loss(train) 0.6911 | Acc(train) 0.7569 | Acc(val) 0.8904 |
Epoch 00194 | Loss(train) 0.6952 | Acc(train) 0.7631 | Acc(val) 0.8904 |
Epoch 00195 | Loss(train) 0.7299 | Acc(train) 0.7498 | Acc(val) 0.8797 |
Epoch 00196 | Loss(train) 0.6719 | Acc(train) 0.7587 | Acc(val) 0.8824 |
Epoch 00197 | Loss(train) 0.7032 | Acc(train) 0.7516 | Acc(val) 0.8824 |
Epoch 00198 | Loss(train) 0.6899 | Acc(train) 0.7703 | Acc(val) 0.8850 |
Epoch 00199 | Loss(train) 0.7176 | Acc(train) 0.7524 | Acc(val) 0.8904 |
Epoch 00200 | Loss(train) 0.7285 | Acc(train) 0.7489 | Acc(val) 0.8770 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 99.00 MB
GPU Memory Reserved: 222.00 MB
Exp 2/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.1591 | Acc(train) 0.1095 | Acc(val) 0.3422 |*
Epoch 00002 | Loss(train) 2.3990 | Acc(train) 0.2476 | Acc(val) 0.3663 |*
Epoch 00003 | Loss(train) 2.0462 | Acc(train) 0.1977 | Acc(val) 0.3155 |
Epoch 00004 | Loss(train) 1.9765 | Acc(train) 0.2600 | Acc(val) 0.2701 |
Epoch 00005 | Loss(train) 2.0000 | Acc(train) 0.2725 | Acc(val) 0.3904 |*
Epoch 00006 | Loss(train) 1.9711 | Acc(train) 0.2627 | Acc(val) 0.4305 |*
Epoch 00007 | Loss(train) 1.9758 | Acc(train) 0.2235 | Acc(val) 0.4037 |
Epoch 00008 | Loss(train) 1.9099 | Acc(train) 0.2449 | Acc(val) 0.4011 |
Epoch 00009 | Loss(train) 1.9077 | Acc(train) 0.2671 | Acc(val) 0.4037 |
Epoch 00010 | Loss(train) 1.8798 | Acc(train) 0.3072 | Acc(val) 0.4144 |
Epoch 00011 | Loss(train) 1.8559 | Acc(train) 0.2930 | Acc(val) 0.4064 |
Epoch 00012 | Loss(train) 1.8555 | Acc(train) 0.2965 | Acc(val) 0.4118 |
Epoch 00013 | Loss(train) 1.8179 | Acc(train) 0.3348 | Acc(val) 0.4171 |
Epoch 00014 | Loss(train) 1.7701 | Acc(train) 0.3580 | Acc(val) 0.4064 |
Epoch 00015 | Loss(train) 1.7559 | Acc(train) 0.3508 | Acc(val) 0.4091 |
Epoch 00016 | Loss(train) 1.7216 | Acc(train) 0.3687 | Acc(val) 0.4278 |
Epoch 00017 | Loss(train) 1.7573 | Acc(train) 0.3553 | Acc(val) 0.5160 |*
Epoch 00018 | Loss(train) 1.6744 | Acc(train) 0.3793 | Acc(val) 0.5401 |*
Epoch 00019 | Loss(train) 1.6705 | Acc(train) 0.3909 | Acc(val) 0.5267 |
Epoch 00020 | Loss(train) 1.6440 | Acc(train) 0.3972 | Acc(val) 0.5187 |
Epoch 00021 | Loss(train) 1.6086 | Acc(train) 0.4159 | Acc(val) 0.5267 |
Epoch 00022 | Loss(train) 1.6034 | Acc(train) 0.4150 | Acc(val) 0.5856 |*
Epoch 00023 | Loss(train) 1.5808 | Acc(train) 0.4096 | Acc(val) 0.6150 |*
Epoch 00024 | Loss(train) 1.5629 | Acc(train) 0.4221 | Acc(val) 0.6578 |*
Epoch 00025 | Loss(train) 1.5167 | Acc(train) 0.4541 | Acc(val) 0.6631 |*
Epoch 00026 | Loss(train) 1.4642 | Acc(train) 0.4630 | Acc(val) 0.6497 |
Epoch 00027 | Loss(train) 1.4890 | Acc(train) 0.4354 | Acc(val) 0.6471 |
Epoch 00028 | Loss(train) 1.4458 | Acc(train) 0.4853 | Acc(val) 0.7005 |*
Epoch 00029 | Loss(train) 1.4121 | Acc(train) 0.4853 | Acc(val) 0.6952 |
Epoch 00030 | Loss(train) 1.3577 | Acc(train) 0.4960 | Acc(val) 0.6818 |
Epoch 00031 | Loss(train) 1.3409 | Acc(train) 0.5120 | Acc(val) 0.6578 |
Epoch 00032 | Loss(train) 1.3321 | Acc(train) 0.5004 | Acc(val) 0.7380 |*
Epoch 00033 | Loss(train) 1.2568 | Acc(train) 0.5467 | Acc(val) 0.7513 |*
Epoch 00034 | Loss(train) 1.2669 | Acc(train) 0.5414 | Acc(val) 0.7487 |
Epoch 00035 | Loss(train) 1.1971 | Acc(train) 0.5779 | Acc(val) 0.7353 |
Epoch 00036 | Loss(train) 1.2346 | Acc(train) 0.5503 | Acc(val) 0.7540 |*
Epoch 00037 | Loss(train) 1.1653 | Acc(train) 0.5592 | Acc(val) 0.7594 |*
Epoch 00038 | Loss(train) 1.1518 | Acc(train) 0.5895 | Acc(val) 0.7620 |*
Epoch 00039 | Loss(train) 1.1352 | Acc(train) 0.5966 | Acc(val) 0.7834 |*
Epoch 00040 | Loss(train) 1.0913 | Acc(train) 0.5975 | Acc(val) 0.7861 |*
Epoch 00041 | Loss(train) 1.0968 | Acc(train) 0.5984 | Acc(val) 0.7647 |
Epoch 00042 | Loss(train) 1.0917 | Acc(train) 0.5868 | Acc(val) 0.7674 |
Epoch 00043 | Loss(train) 1.0329 | Acc(train) 0.6180 | Acc(val) 0.7513 |
Epoch 00044 | Loss(train) 1.1292 | Acc(train) 0.5877 | Acc(val) 0.7861 |
Epoch 00045 | Loss(train) 1.0104 | Acc(train) 0.6171 | Acc(val) 0.7701 |
Epoch 00046 | Loss(train) 1.0086 | Acc(train) 0.6287 | Acc(val) 0.7888 |*
Epoch 00047 | Loss(train) 1.0161 | Acc(train) 0.6358 | Acc(val) 0.7914 |*
Epoch 00048 | Loss(train) 1.0164 | Acc(train) 0.6305 | Acc(val) 0.7754 |
Epoch 00049 | Loss(train) 1.0077 | Acc(train) 0.6287 | Acc(val) 0.7701 |
Epoch 00050 | Loss(train) 1.0158 | Acc(train) 0.6251 | Acc(val) 0.7888 |
Epoch 00051 | Loss(train) 0.9703 | Acc(train) 0.6322 | Acc(val) 0.8209 |*
Epoch 00052 | Loss(train) 0.9623 | Acc(train) 0.6483 | Acc(val) 0.8235 |*
Epoch 00053 | Loss(train) 0.9766 | Acc(train) 0.6358 | Acc(val) 0.7807 |
Epoch 00054 | Loss(train) 0.9496 | Acc(train) 0.6367 | Acc(val) 0.7781 |
Epoch 00055 | Loss(train) 0.9621 | Acc(train) 0.6411 | Acc(val) 0.8182 |
Epoch 00056 | Loss(train) 0.9602 | Acc(train) 0.6509 | Acc(val) 0.8155 |
Epoch 00057 | Loss(train) 0.9412 | Acc(train) 0.6705 | Acc(val) 0.8155 |
Epoch 00058 | Loss(train) 0.9560 | Acc(train) 0.6581 | Acc(val) 0.7941 |
Epoch 00059 | Loss(train) 0.8904 | Acc(train) 0.6750 | Acc(val) 0.7941 |
Epoch 00060 | Loss(train) 0.8985 | Acc(train) 0.6616 | Acc(val) 0.8128 |
Epoch 00061 | Loss(train) 0.9023 | Acc(train) 0.6670 | Acc(val) 0.8209 |
Epoch 00062 | Loss(train) 0.8847 | Acc(train) 0.6883 | Acc(val) 0.8235 |
Epoch 00063 | Loss(train) 0.8991 | Acc(train) 0.6598 | Acc(val) 0.8262 |*
Epoch 00064 | Loss(train) 0.9059 | Acc(train) 0.6572 | Acc(val) 0.8449 |*
Epoch 00065 | Loss(train) 0.9255 | Acc(train) 0.6705 | Acc(val) 0.8155 |
Epoch 00066 | Loss(train) 0.8942 | Acc(train) 0.6785 | Acc(val) 0.7941 |
Epoch 00067 | Loss(train) 0.8755 | Acc(train) 0.6848 | Acc(val) 0.8155 |
Epoch 00068 | Loss(train) 0.8643 | Acc(train) 0.6830 | Acc(val) 0.8209 |
Epoch 00069 | Loss(train) 0.8259 | Acc(train) 0.6963 | Acc(val) 0.8262 |
Epoch 00070 | Loss(train) 0.8649 | Acc(train) 0.6892 | Acc(val) 0.8556 |*
Epoch 00071 | Loss(train) 0.8703 | Acc(train) 0.6972 | Acc(val) 0.8476 |
Epoch 00072 | Loss(train) 0.8920 | Acc(train) 0.7017 | Acc(val) 0.8235 |
Epoch 00073 | Loss(train) 0.8665 | Acc(train) 0.6839 | Acc(val) 0.8155 |
Epoch 00074 | Loss(train) 0.8808 | Acc(train) 0.6776 | Acc(val) 0.8262 |
Epoch 00075 | Loss(train) 0.8363 | Acc(train) 0.6937 | Acc(val) 0.8316 |
Epoch 00076 | Loss(train) 0.8302 | Acc(train) 0.7070 | Acc(val) 0.8449 |
Epoch 00077 | Loss(train) 0.8593 | Acc(train) 0.6999 | Acc(val) 0.8342 |
Epoch 00078 | Loss(train) 0.8333 | Acc(train) 0.7035 | Acc(val) 0.8262 |
Epoch 00079 | Loss(train) 0.8369 | Acc(train) 0.6963 | Acc(val) 0.8262 |
Epoch 00080 | Loss(train) 0.8181 | Acc(train) 0.7035 | Acc(val) 0.8209 |
Epoch 00081 | Loss(train) 0.8569 | Acc(train) 0.7035 | Acc(val) 0.8369 |
Epoch 00082 | Loss(train) 0.8393 | Acc(train) 0.7070 | Acc(val) 0.8396 |
Epoch 00083 | Loss(train) 0.8838 | Acc(train) 0.6812 | Acc(val) 0.8717 |*
Epoch 00084 | Loss(train) 0.7890 | Acc(train) 0.7044 | Acc(val) 0.8743 |*
Epoch 00085 | Loss(train) 0.8224 | Acc(train) 0.6937 | Acc(val) 0.8583 |
Epoch 00086 | Loss(train) 0.8312 | Acc(train) 0.7097 | Acc(val) 0.8369 |
Epoch 00087 | Loss(train) 0.8958 | Acc(train) 0.6687 | Acc(val) 0.8610 |
Epoch 00088 | Loss(train) 0.8325 | Acc(train) 0.6963 | Acc(val) 0.8209 |
Epoch 00089 | Loss(train) 0.8853 | Acc(train) 0.6946 | Acc(val) 0.8690 |
Epoch 00090 | Loss(train) 0.8081 | Acc(train) 0.7142 | Acc(val) 0.8422 |
Epoch 00091 | Loss(train) 0.8797 | Acc(train) 0.6705 | Acc(val) 0.8690 |
Epoch 00092 | Loss(train) 0.8467 | Acc(train) 0.7195 | Acc(val) 0.8449 |
Epoch 00093 | Loss(train) 0.8231 | Acc(train) 0.7159 | Acc(val) 0.8422 |
Epoch 00094 | Loss(train) 0.8173 | Acc(train) 0.7035 | Acc(val) 0.8289 |
Epoch 00095 | Loss(train) 0.8230 | Acc(train) 0.7044 | Acc(val) 0.8235 |
Epoch 00096 | Loss(train) 0.8135 | Acc(train) 0.7222 | Acc(val) 0.8342 |
Epoch 00097 | Loss(train) 0.8099 | Acc(train) 0.7115 | Acc(val) 0.8636 |
Epoch 00098 | Loss(train) 0.8054 | Acc(train) 0.7275 | Acc(val) 0.8743 |
Epoch 00099 | Loss(train) 0.8125 | Acc(train) 0.7061 | Acc(val) 0.8583 |
Epoch 00100 | Loss(train) 0.8085 | Acc(train) 0.7070 | Acc(val) 0.8396 |
Epoch 00101 | Loss(train) 0.8430 | Acc(train) 0.7008 | Acc(val) 0.8556 |
Epoch 00102 | Loss(train) 0.7665 | Acc(train) 0.7391 | Acc(val) 0.8690 |
Epoch 00103 | Loss(train) 0.7719 | Acc(train) 0.7302 | Acc(val) 0.8690 |
Epoch 00104 | Loss(train) 0.7469 | Acc(train) 0.7382 | Acc(val) 0.8610 |
Epoch 00105 | Loss(train) 0.7657 | Acc(train) 0.7427 | Acc(val) 0.8610 |
Epoch 00106 | Loss(train) 0.7766 | Acc(train) 0.7293 | Acc(val) 0.8636 |
Epoch 00107 | Loss(train) 0.7876 | Acc(train) 0.7240 | Acc(val) 0.8663 |
Epoch 00108 | Loss(train) 0.7372 | Acc(train) 0.7275 | Acc(val) 0.8663 |
Epoch 00109 | Loss(train) 0.7754 | Acc(train) 0.7248 | Acc(val) 0.8877 |*
Epoch 00110 | Loss(train) 0.7820 | Acc(train) 0.7266 | Acc(val) 0.8877 |
Epoch 00111 | Loss(train) 0.7529 | Acc(train) 0.7231 | Acc(val) 0.8930 |*
Epoch 00112 | Loss(train) 0.8138 | Acc(train) 0.7302 | Acc(val) 0.8984 |*
Epoch 00113 | Loss(train) 0.7523 | Acc(train) 0.7409 | Acc(val) 0.8957 |
Epoch 00114 | Loss(train) 0.6959 | Acc(train) 0.7453 | Acc(val) 0.8930 |
Epoch 00115 | Loss(train) 0.7883 | Acc(train) 0.7489 | Acc(val) 0.8743 |
Epoch 00116 | Loss(train) 0.7575 | Acc(train) 0.7320 | Acc(val) 0.8824 |
Epoch 00117 | Loss(train) 0.7231 | Acc(train) 0.7462 | Acc(val) 0.9011 |*
Epoch 00118 | Loss(train) 0.7462 | Acc(train) 0.7427 | Acc(val) 0.8957 |
Epoch 00119 | Loss(train) 0.7653 | Acc(train) 0.7302 | Acc(val) 0.8824 |
Epoch 00120 | Loss(train) 0.7545 | Acc(train) 0.7346 | Acc(val) 0.8770 |
Epoch 00121 | Loss(train) 0.7503 | Acc(train) 0.7329 | Acc(val) 0.8797 |
Epoch 00122 | Loss(train) 0.7226 | Acc(train) 0.7427 | Acc(val) 0.8957 |
Epoch 00123 | Loss(train) 0.7097 | Acc(train) 0.7427 | Acc(val) 0.8957 |
Epoch 00124 | Loss(train) 0.7449 | Acc(train) 0.7257 | Acc(val) 0.9037 |*
Epoch 00125 | Loss(train) 0.7292 | Acc(train) 0.7507 | Acc(val) 0.8984 |
Epoch 00126 | Loss(train) 0.7442 | Acc(train) 0.7444 | Acc(val) 0.9064 |*
Epoch 00127 | Loss(train) 0.7491 | Acc(train) 0.7516 | Acc(val) 0.8984 |
Epoch 00128 | Loss(train) 0.7083 | Acc(train) 0.7480 | Acc(val) 0.9011 |
Epoch 00129 | Loss(train) 0.7087 | Acc(train) 0.7551 | Acc(val) 0.9011 |
Epoch 00130 | Loss(train) 0.7432 | Acc(train) 0.7578 | Acc(val) 0.8824 |
Epoch 00131 | Loss(train) 0.7492 | Acc(train) 0.7418 | Acc(val) 0.8904 |
Epoch 00132 | Loss(train) 0.7708 | Acc(train) 0.7444 | Acc(val) 0.8850 |
Epoch 00133 | Loss(train) 0.7118 | Acc(train) 0.7738 | Acc(val) 0.8824 |
Epoch 00134 | Loss(train) 0.6782 | Acc(train) 0.7711 | Acc(val) 0.8877 |
Epoch 00135 | Loss(train) 0.7458 | Acc(train) 0.7533 | Acc(val) 0.8984 |
Epoch 00136 | Loss(train) 0.6731 | Acc(train) 0.7578 | Acc(val) 0.9011 |
Epoch 00137 | Loss(train) 0.7188 | Acc(train) 0.7569 | Acc(val) 0.8984 |
Epoch 00138 | Loss(train) 0.6749 | Acc(train) 0.7720 | Acc(val) 0.9011 |
Epoch 00139 | Loss(train) 0.7778 | Acc(train) 0.7498 | Acc(val) 0.8957 |
Epoch 00140 | Loss(train) 0.6776 | Acc(train) 0.7640 | Acc(val) 0.9091 |*
Epoch 00141 | Loss(train) 0.6973 | Acc(train) 0.7533 | Acc(val) 0.9011 |
Epoch 00142 | Loss(train) 0.6916 | Acc(train) 0.7489 | Acc(val) 0.9064 |
Epoch 00143 | Loss(train) 0.6723 | Acc(train) 0.7685 | Acc(val) 0.9037 |
Epoch 00144 | Loss(train) 0.7399 | Acc(train) 0.7516 | Acc(val) 0.9091 |
Epoch 00145 | Loss(train) 0.6898 | Acc(train) 0.7578 | Acc(val) 0.9064 |
Epoch 00146 | Loss(train) 0.7129 | Acc(train) 0.7453 | Acc(val) 0.9144 |*
Epoch 00147 | Loss(train) 0.6889 | Acc(train) 0.7533 | Acc(val) 0.9011 |
Epoch 00148 | Loss(train) 0.6919 | Acc(train) 0.7507 | Acc(val) 0.9144 |
Epoch 00149 | Loss(train) 0.6905 | Acc(train) 0.7551 | Acc(val) 0.9011 |
Epoch 00150 | Loss(train) 0.7127 | Acc(train) 0.7774 | Acc(val) 0.8797 |
Epoch 00151 | Loss(train) 0.7427 | Acc(train) 0.7560 | Acc(val) 0.8904 |
Epoch 00152 | Loss(train) 0.6799 | Acc(train) 0.7685 | Acc(val) 0.8850 |
Epoch 00153 | Loss(train) 0.7181 | Acc(train) 0.7507 | Acc(val) 0.8743 |
Epoch 00154 | Loss(train) 0.8689 | Acc(train) 0.7720 | Acc(val) 0.9037 |
Epoch 00155 | Loss(train) 0.7671 | Acc(train) 0.7435 | Acc(val) 0.8770 |
Epoch 00156 | Loss(train) 0.7638 | Acc(train) 0.7391 | Acc(val) 0.8797 |
Epoch 00157 | Loss(train) 0.7035 | Acc(train) 0.7703 | Acc(val) 0.9118 |
Epoch 00158 | Loss(train) 0.6928 | Acc(train) 0.7703 | Acc(val) 0.8984 |
Epoch 00159 | Loss(train) 0.7751 | Acc(train) 0.7311 | Acc(val) 0.8904 |
Epoch 00160 | Loss(train) 0.7396 | Acc(train) 0.7444 | Acc(val) 0.8770 |
Epoch 00161 | Loss(train) 0.6841 | Acc(train) 0.7685 | Acc(val) 0.8743 |
Epoch 00162 | Loss(train) 0.6928 | Acc(train) 0.7640 | Acc(val) 0.8984 |
Epoch 00163 | Loss(train) 0.7295 | Acc(train) 0.7533 | Acc(val) 0.8850 |
Epoch 00164 | Loss(train) 0.7210 | Acc(train) 0.7533 | Acc(val) 0.8957 |
Epoch 00165 | Loss(train) 0.7621 | Acc(train) 0.7409 | Acc(val) 0.8770 |
Epoch 00166 | Loss(train) 0.6694 | Acc(train) 0.7569 | Acc(val) 0.8770 |
Epoch 00167 | Loss(train) 0.7576 | Acc(train) 0.7364 | Acc(val) 0.8824 |
Epoch 00168 | Loss(train) 0.6469 | Acc(train) 0.7720 | Acc(val) 0.8904 |
Epoch 00169 | Loss(train) 0.7121 | Acc(train) 0.7720 | Acc(val) 0.9144 |
Epoch 00170 | Loss(train) 0.7306 | Acc(train) 0.7453 | Acc(val) 0.8583 |
Epoch 00171 | Loss(train) 0.8679 | Acc(train) 0.7471 | Acc(val) 0.9198 |*
Epoch 00172 | Loss(train) 0.6970 | Acc(train) 0.7533 | Acc(val) 0.8984 |
Epoch 00173 | Loss(train) 0.7845 | Acc(train) 0.7685 | Acc(val) 0.8904 |
Epoch 00174 | Loss(train) 0.6909 | Acc(train) 0.7649 | Acc(val) 0.8850 |
Epoch 00175 | Loss(train) 0.6684 | Acc(train) 0.7605 | Acc(val) 0.9064 |
Epoch 00176 | Loss(train) 0.6733 | Acc(train) 0.7596 | Acc(val) 0.9118 |
Epoch 00177 | Loss(train) 0.6851 | Acc(train) 0.7649 | Acc(val) 0.9144 |
Epoch 00178 | Loss(train) 0.6852 | Acc(train) 0.7694 | Acc(val) 0.9091 |
