/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Dataset: cora-full | #Nodes: 18800 | #Edges: 144170 | #Classes: 70 |#Features: 8710
Epoch 00072 | Loss(train) 2.5247 | Acc(train) 0.4258 | Acc(val) 0.5596 |
Epoch 00073 | Loss(train) 2.5462 | Acc(train) 0.4104 | Acc(val) 0.5612 |
Epoch 00074 | Loss(train) 2.5428 | Acc(train) 0.4157 | Acc(val) 0.5574 |
Epoch 00075 | Loss(train) 2.5256 | Acc(train) 0.4223 | Acc(val) 0.5553 |
Epoch 00076 | Loss(train) 2.5476 | Acc(train) 0.4072 | Acc(val) 0.5543 |
Epoch 00077 | Loss(train) 2.5429 | Acc(train) 0.4178 | Acc(val) 0.5521 |
Epoch 00078 | Loss(train) 2.4952 | Acc(train) 0.4112 | Acc(val) 0.5511 |
Epoch 00079 | Loss(train) 2.5027 | Acc(train) 0.4080 | Acc(val) 0.5468 |
Epoch 00080 | Loss(train) 2.5453 | Acc(train) 0.4069 | Acc(val) 0.5479 |
Epoch 00081 | Loss(train) 2.5269 | Acc(train) 0.4168 | Acc(val) 0.5495 |
Epoch 00082 | Loss(train) 2.5131 | Acc(train) 0.4098 | Acc(val) 0.5553 |
Epoch 00083 | Loss(train) 2.5022 | Acc(train) 0.4205 | Acc(val) 0.5596 |
Epoch 00084 | Loss(train) 2.5814 | Acc(train) 0.4040 | Acc(val) 0.5633 |*
Epoch 00085 | Loss(train) 2.5210 | Acc(train) 0.4162 | Acc(val) 0.5628 |
Epoch 00086 | Loss(train) 2.5281 | Acc(train) 0.4202 | Acc(val) 0.5649 |*
Epoch 00087 | Loss(train) 2.5407 | Acc(train) 0.4098 | Acc(val) 0.5644 |
Epoch 00088 | Loss(train) 2.5051 | Acc(train) 0.4202 | Acc(val) 0.5649 |
Epoch 00089 | Loss(train) 2.5350 | Acc(train) 0.4213 | Acc(val) 0.5670 |*
Epoch 00090 | Loss(train) 2.5223 | Acc(train) 0.4168 | Acc(val) 0.5665 |
Epoch 00091 | Loss(train) 2.5098 | Acc(train) 0.4234 | Acc(val) 0.5654 |
Epoch 00092 | Loss(train) 2.5220 | Acc(train) 0.4191 | Acc(val) 0.5649 |
Epoch 00093 | Loss(train) 2.4845 | Acc(train) 0.4295 | Acc(val) 0.5628 |
Epoch 00094 | Loss(train) 2.4963 | Acc(train) 0.4215 | Acc(val) 0.5622 |
Epoch 00095 | Loss(train) 2.5038 | Acc(train) 0.4255 | Acc(val) 0.5612 |
Epoch 00096 | Loss(train) 2.5239 | Acc(train) 0.4215 | Acc(val) 0.5628 |
Epoch 00097 | Loss(train) 2.5069 | Acc(train) 0.4207 | Acc(val) 0.5638 |
Epoch 00098 | Loss(train) 2.5080 | Acc(train) 0.4261 | Acc(val) 0.5649 |
Epoch 00099 | Loss(train) 2.5493 | Acc(train) 0.4080 | Acc(val) 0.5628 |
Epoch 00100 | Loss(train) 2.5441 | Acc(train) 0.4213 | Acc(val) 0.5612 |
Epoch 00101 | Loss(train) 2.5367 | Acc(train) 0.4168 | Acc(val) 0.5617 |
Epoch 00102 | Loss(train) 2.5212 | Acc(train) 0.4181 | Acc(val) 0.5612 |
Epoch 00103 | Loss(train) 2.5272 | Acc(train) 0.4226 | Acc(val) 0.5601 |
Epoch 00104 | Loss(train) 2.5106 | Acc(train) 0.4274 | Acc(val) 0.5617 |
Epoch 00105 | Loss(train) 2.4746 | Acc(train) 0.4383 | Acc(val) 0.5596 |
Epoch 00106 | Loss(train) 2.4968 | Acc(train) 0.4263 | Acc(val) 0.5622 |
Epoch 00107 | Loss(train) 2.5415 | Acc(train) 0.4059 | Acc(val) 0.5617 |
Epoch 00108 | Loss(train) 2.5322 | Acc(train) 0.4181 | Acc(val) 0.5628 |
Epoch 00109 | Loss(train) 2.5301 | Acc(train) 0.4144 | Acc(val) 0.5617 |
Epoch 00110 | Loss(train) 2.5104 | Acc(train) 0.4173 | Acc(val) 0.5606 |
Epoch 00111 | Loss(train) 2.4917 | Acc(train) 0.4378 | Acc(val) 0.5601 |
Epoch 00112 | Loss(train) 2.5235 | Acc(train) 0.4176 | Acc(val) 0.5612 |
Epoch 00113 | Loss(train) 2.5278 | Acc(train) 0.4136 | Acc(val) 0.5665 |
Epoch 00114 | Loss(train) 2.5299 | Acc(train) 0.4221 | Acc(val) 0.5638 |
Epoch 00115 | Loss(train) 2.5092 | Acc(train) 0.4207 | Acc(val) 0.5670 |
Epoch 00116 | Loss(train) 2.5610 | Acc(train) 0.4199 | Acc(val) 0.5654 |
Epoch 00117 | Loss(train) 2.5354 | Acc(train) 0.4279 | Acc(val) 0.5670 |
Epoch 00118 | Loss(train) 2.5147 | Acc(train) 0.4160 | Acc(val) 0.5622 |
Epoch 00119 | Loss(train) 2.4749 | Acc(train) 0.4271 | Acc(val) 0.5622 |
Epoch 00120 | Loss(train) 2.4890 | Acc(train) 0.4234 | Acc(val) 0.5649 |
Epoch 00121 | Loss(train) 2.4691 | Acc(train) 0.4324 | Acc(val) 0.5644 |
Epoch 00122 | Loss(train) 2.5231 | Acc(train) 0.4199 | Acc(val) 0.5713 |*
Epoch 00123 | Loss(train) 2.5122 | Acc(train) 0.4287 | Acc(val) 0.5707 |
Epoch 00124 | Loss(train) 2.4881 | Acc(train) 0.4332 | Acc(val) 0.5649 |
Epoch 00125 | Loss(train) 2.5195 | Acc(train) 0.4255 | Acc(val) 0.5644 |
Epoch 00126 | Loss(train) 2.4978 | Acc(train) 0.4362 | Acc(val) 0.5665 |
Epoch 00127 | Loss(train) 2.4935 | Acc(train) 0.4314 | Acc(val) 0.5660 |
Epoch 00128 | Loss(train) 2.5093 | Acc(train) 0.4231 | Acc(val) 0.5665 |
Epoch 00129 | Loss(train) 2.5021 | Acc(train) 0.4229 | Acc(val) 0.5622 |
Epoch 00130 | Loss(train) 2.4988 | Acc(train) 0.4354 | Acc(val) 0.5654 |
Epoch 00131 | Loss(train) 2.5075 | Acc(train) 0.4191 | Acc(val) 0.5676 |
Epoch 00132 | Loss(train) 2.4832 | Acc(train) 0.4295 | Acc(val) 0.5676 |
Epoch 00133 | Loss(train) 2.5227 | Acc(train) 0.4189 | Acc(val) 0.5681 |
Epoch 00134 | Loss(train) 2.4900 | Acc(train) 0.4221 | Acc(val) 0.5723 |*
Epoch 00135 | Loss(train) 2.4734 | Acc(train) 0.4364 | Acc(val) 0.5686 |
Epoch 00136 | Loss(train) 2.4516 | Acc(train) 0.4327 | Acc(val) 0.5665 |
Epoch 00137 | Loss(train) 2.4930 | Acc(train) 0.4309 | Acc(val) 0.5622 |
Epoch 00138 | Loss(train) 2.4913 | Acc(train) 0.4205 | Acc(val) 0.5638 |
Epoch 00139 | Loss(train) 2.5069 | Acc(train) 0.4189 | Acc(val) 0.5649 |
Epoch 00140 | Loss(train) 2.5214 | Acc(train) 0.4199 | Acc(val) 0.5670 |
Epoch 00141 | Loss(train) 2.4902 | Acc(train) 0.4316 | Acc(val) 0.5660 |
Epoch 00142 | Loss(train) 2.4984 | Acc(train) 0.4186 | Acc(val) 0.5670 |
Epoch 00143 | Loss(train) 2.4777 | Acc(train) 0.4285 | Acc(val) 0.5633 |
Epoch 00144 | Loss(train) 2.5078 | Acc(train) 0.4266 | Acc(val) 0.5638 |
Epoch 00145 | Loss(train) 2.4934 | Acc(train) 0.4202 | Acc(val) 0.5628 |
Epoch 00146 | Loss(train) 2.5102 | Acc(train) 0.4234 | Acc(val) 0.5638 |
Epoch 00147 | Loss(train) 2.5332 | Acc(train) 0.4239 | Acc(val) 0.5633 |
Epoch 00148 | Loss(train) 2.4930 | Acc(train) 0.4229 | Acc(val) 0.5622 |
Epoch 00149 | Loss(train) 2.5145 | Acc(train) 0.4213 | Acc(val) 0.5617 |
Epoch 00150 | Loss(train) 2.5339 | Acc(train) 0.4149 | Acc(val) 0.5649 |
Epoch 00151 | Loss(train) 2.5010 | Acc(train) 0.4269 | Acc(val) 0.5633 |
Epoch 00152 | Loss(train) 2.5162 | Acc(train) 0.4231 | Acc(val) 0.5654 |
Epoch 00153 | Loss(train) 2.5131 | Acc(train) 0.4293 | Acc(val) 0.5681 |
Epoch 00154 | Loss(train) 2.5084 | Acc(train) 0.4229 | Acc(val) 0.5723 |
Epoch 00155 | Loss(train) 2.4879 | Acc(train) 0.4301 | Acc(val) 0.5734 |*
Epoch 00156 | Loss(train) 2.5455 | Acc(train) 0.4059 | Acc(val) 0.5729 |
Epoch 00157 | Loss(train) 2.4850 | Acc(train) 0.4285 | Acc(val) 0.5745 |*
Epoch 00158 | Loss(train) 2.4979 | Acc(train) 0.4210 | Acc(val) 0.5739 |
Epoch 00159 | Loss(train) 2.4900 | Acc(train) 0.4274 | Acc(val) 0.5691 |
Epoch 00160 | Loss(train) 2.4789 | Acc(train) 0.4279 | Acc(val) 0.5707 |
Epoch 00161 | Loss(train) 2.4965 | Acc(train) 0.4234 | Acc(val) 0.5750 |*
Epoch 00162 | Loss(train) 2.5173 | Acc(train) 0.4303 | Acc(val) 0.5691 |
Epoch 00163 | Loss(train) 2.4769 | Acc(train) 0.4290 | Acc(val) 0.5707 |
Epoch 00164 | Loss(train) 2.5135 | Acc(train) 0.4229 | Acc(val) 0.5697 |
Epoch 00165 | Loss(train) 2.4869 | Acc(train) 0.4271 | Acc(val) 0.5686 |
Epoch 00166 | Loss(train) 2.4893 | Acc(train) 0.4274 | Acc(val) 0.5649 |
Epoch 00167 | Loss(train) 2.4875 | Acc(train) 0.4285 | Acc(val) 0.5676 |
Epoch 00168 | Loss(train) 2.4456 | Acc(train) 0.4293 | Acc(val) 0.5686 |
Epoch 00169 | Loss(train) 2.5261 | Acc(train) 0.4239 | Acc(val) 0.5697 |
Epoch 00170 | Loss(train) 2.5249 | Acc(train) 0.4136 | Acc(val) 0.5761 |*
Epoch 00171 | Loss(train) 2.4651 | Acc(train) 0.4285 | Acc(val) 0.5750 |
Epoch 00172 | Loss(train) 2.4789 | Acc(train) 0.4298 | Acc(val) 0.5771 |*
Epoch 00173 | Loss(train) 2.5248 | Acc(train) 0.4245 | Acc(val) 0.5755 |
Epoch 00174 | Loss(train) 2.4982 | Acc(train) 0.4189 | Acc(val) 0.5750 |
Epoch 00175 | Loss(train) 2.5039 | Acc(train) 0.4237 | Acc(val) 0.5681 |
Epoch 00176 | Loss(train) 2.4428 | Acc(train) 0.4348 | Acc(val) 0.5596 |
Epoch 00177 | Loss(train) 2.4892 | Acc(train) 0.4290 | Acc(val) 0.5580 |
Epoch 00178 | Loss(train) 2.5180 | Acc(train) 0.4231 | Acc(val) 0.5527 |
Epoch 00179 | Loss(train) 2.5166 | Acc(train) 0.4197 | Acc(val) 0.5564 |
Epoch 00180 | Loss(train) 2.5141 | Acc(train) 0.4154 | Acc(val) 0.5628 |
Epoch 00181 | Loss(train) 2.4823 | Acc(train) 0.4279 | Acc(val) 0.5686 |
Epoch 00182 | Loss(train) 2.5137 | Acc(train) 0.4117 | Acc(val) 0.5734 |
Epoch 00183 | Loss(train) 2.5042 | Acc(train) 0.4335 | Acc(val) 0.5766 |
Epoch 00184 | Loss(train) 2.5142 | Acc(train) 0.4226 | Acc(val) 0.5771 |
Epoch 00185 | Loss(train) 2.4668 | Acc(train) 0.4473 | Acc(val) 0.5750 |
Epoch 00186 | Loss(train) 2.4629 | Acc(train) 0.4362 | Acc(val) 0.5702 |
Epoch 00187 | Loss(train) 2.4985 | Acc(train) 0.4322 | Acc(val) 0.5670 |
Epoch 00188 | Loss(train) 2.4546 | Acc(train) 0.4359 | Acc(val) 0.5633 |
Epoch 00189 | Loss(train) 2.4847 | Acc(train) 0.4213 | Acc(val) 0.5617 |
Epoch 00190 | Loss(train) 2.4931 | Acc(train) 0.4221 | Acc(val) 0.5622 |
Epoch 00191 | Loss(train) 2.5398 | Acc(train) 0.4136 | Acc(val) 0.5660 |
Epoch 00192 | Loss(train) 2.5051 | Acc(train) 0.4237 | Acc(val) 0.5702 |
Epoch 00193 | Loss(train) 2.4819 | Acc(train) 0.4314 | Acc(val) 0.5755 |
Epoch 00194 | Loss(train) 2.4851 | Acc(train) 0.4213 | Acc(val) 0.5782 |*
Epoch 00195 | Loss(train) 2.5239 | Acc(train) 0.4194 | Acc(val) 0.5745 |
Epoch 00196 | Loss(train) 2.5094 | Acc(train) 0.4279 | Acc(val) 0.5686 |
Epoch 00197 | Loss(train) 2.4828 | Acc(train) 0.4309 | Acc(val) 0.5638 |
Epoch 00198 | Loss(train) 2.5127 | Acc(train) 0.4277 | Acc(val) 0.5590 |
Epoch 00199 | Loss(train) 2.4962 | Acc(train) 0.4197 | Acc(val) 0.5628 |
Epoch 00200 | Loss(train) 2.4903 | Acc(train) 0.4343 | Acc(val) 0.5660 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'CaGCN', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.5}, gnn={'type': 'gat', 'num_layer': 2, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 714.21 MB
GPU Memory Reserved: 2060.00 MB
Exp 2/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2601 | Acc(train) 0.0080 | Acc(val) 0.0957 |*
Epoch 00002 | Loss(train) 4.2181 | Acc(train) 0.0912 | Acc(val) 0.1707 |*
Epoch 00003 | Loss(train) 4.1662 | Acc(train) 0.1543 | Acc(val) 0.1404 |
Epoch 00004 | Loss(train) 4.0949 | Acc(train) 0.1500 | Acc(val) 0.1383 |
Epoch 00005 | Loss(train) 4.0162 | Acc(train) 0.1468 | Acc(val) 0.1335 |
Epoch 00006 | Loss(train) 3.9272 | Acc(train) 0.1532 | Acc(val) 0.1298 |
Epoch 00007 | Loss(train) 3.8601 | Acc(train) 0.1463 | Acc(val) 0.1271 |
Epoch 00008 | Loss(train) 3.8066 | Acc(train) 0.1407 | Acc(val) 0.1362 |
Epoch 00009 | Loss(train) 3.7563 | Acc(train) 0.1537 | Acc(val) 0.1665 |
Epoch 00010 | Loss(train) 3.7090 | Acc(train) 0.1596 | Acc(val) 0.1941 |*
Epoch 00011 | Loss(train) 3.6316 | Acc(train) 0.1838 | Acc(val) 0.2266 |*
Epoch 00012 | Loss(train) 3.5696 | Acc(train) 0.2035 | Acc(val) 0.2617 |*
Epoch 00013 | Loss(train) 3.5051 | Acc(train) 0.2324 | Acc(val) 0.3122 |*
Epoch 00014 | Loss(train) 3.4205 | Acc(train) 0.2633 | Acc(val) 0.3569 |*
Epoch 00015 | Loss(train) 3.3612 | Acc(train) 0.2785 | Acc(val) 0.3915 |*
Epoch 00016 | Loss(train) 3.2993 | Acc(train) 0.3069 | Acc(val) 0.4106 |*
Epoch 00017 | Loss(train) 3.2541 | Acc(train) 0.2952 | Acc(val) 0.4186 |*
Epoch 00018 | Loss(train) 3.1892 | Acc(train) 0.3178 | Acc(val) 0.4186 |
Epoch 00019 | Loss(train) 3.1722 | Acc(train) 0.3024 | Acc(val) 0.4176 |
Epoch 00020 | Loss(train) 3.0891 | Acc(train) 0.3178 | Acc(val) 0.4170 |
Epoch 00021 | Loss(train) 3.0471 | Acc(train) 0.3082 | Acc(val) 0.4144 |
Epoch 00022 | Loss(train) 3.0019 | Acc(train) 0.3120 | Acc(val) 0.4186 |
Epoch 00023 | Loss(train) 2.9926 | Acc(train) 0.3170 | Acc(val) 0.4234 |*
Epoch 00024 | Loss(train) 2.9657 | Acc(train) 0.3181 | Acc(val) 0.4346 |*
Epoch 00025 | Loss(train) 2.9398 | Acc(train) 0.3199 | Acc(val) 0.4410 |*
Epoch 00026 | Loss(train) 2.8939 | Acc(train) 0.3359 | Acc(val) 0.4569 |*
Epoch 00027 | Loss(train) 2.8392 | Acc(train) 0.3511 | Acc(val) 0.4691 |*
Epoch 00028 | Loss(train) 2.8635 | Acc(train) 0.3441 | Acc(val) 0.4798 |*
Epoch 00029 | Loss(train) 2.8201 | Acc(train) 0.3492 | Acc(val) 0.4851 |*
Epoch 00030 | Loss(train) 2.8332 | Acc(train) 0.3489 | Acc(val) 0.4926 |*
Epoch 00031 | Loss(train) 2.8268 | Acc(train) 0.3473 | Acc(val) 0.4973 |*
Epoch 00032 | Loss(train) 2.7709 | Acc(train) 0.3694 | Acc(val) 0.5016 |*
Epoch 00033 | Loss(train) 2.7693 | Acc(train) 0.3644 | Acc(val) 0.4979 |
Epoch 00034 | Loss(train) 2.7619 | Acc(train) 0.3625 | Acc(val) 0.4989 |
Epoch 00035 | Loss(train) 2.7500 | Acc(train) 0.3641 | Acc(val) 0.5005 |
Epoch 00036 | Loss(train) 2.7671 | Acc(train) 0.3710 | Acc(val) 0.5032 |*
Epoch 00037 | Loss(train) 2.7328 | Acc(train) 0.3673 | Acc(val) 0.5043 |*
Epoch 00038 | Loss(train) 2.7199 | Acc(train) 0.3694 | Acc(val) 0.5085 |*
Epoch 00039 | Loss(train) 2.7228 | Acc(train) 0.3620 | Acc(val) 0.5074 |
Epoch 00040 | Loss(train) 2.6865 | Acc(train) 0.3872 | Acc(val) 0.5122 |*
Epoch 00041 | Loss(train) 2.6754 | Acc(train) 0.3867 | Acc(val) 0.5234 |*
Epoch 00042 | Loss(train) 2.6700 | Acc(train) 0.3902 | Acc(val) 0.5309 |*
Epoch 00043 | Loss(train) 2.6731 | Acc(train) 0.3984 | Acc(val) 0.5340 |*
Epoch 00044 | Loss(train) 2.6422 | Acc(train) 0.3992 | Acc(val) 0.5367 |*
Epoch 00045 | Loss(train) 2.6398 | Acc(train) 0.3891 | Acc(val) 0.5431 |*
Epoch 00046 | Loss(train) 2.6110 | Acc(train) 0.3971 | Acc(val) 0.5415 |
Epoch 00047 | Loss(train) 2.6504 | Acc(train) 0.3952 | Acc(val) 0.5410 |
Epoch 00048 | Loss(train) 2.5917 | Acc(train) 0.4059 | Acc(val) 0.5415 |
Epoch 00049 | Loss(train) 2.6448 | Acc(train) 0.3928 | Acc(val) 0.5404 |
Epoch 00050 | Loss(train) 2.6040 | Acc(train) 0.4056 | Acc(val) 0.5410 |
Epoch 00051 | Loss(train) 2.6132 | Acc(train) 0.4035 | Acc(val) 0.5388 |
Epoch 00052 | Loss(train) 2.6078 | Acc(train) 0.3955 | Acc(val) 0.5399 |
Epoch 00053 | Loss(train) 2.5420 | Acc(train) 0.4051 | Acc(val) 0.5431 |
Epoch 00054 | Loss(train) 2.6060 | Acc(train) 0.3973 | Acc(val) 0.5431 |
Epoch 00055 | Loss(train) 2.5671 | Acc(train) 0.4029 | Acc(val) 0.5447 |*
Epoch 00056 | Loss(train) 2.5758 | Acc(train) 0.3981 | Acc(val) 0.5479 |*
Epoch 00057 | Loss(train) 2.5719 | Acc(train) 0.4104 | Acc(val) 0.5516 |*
Epoch 00058 | Loss(train) 2.5440 | Acc(train) 0.4165 | Acc(val) 0.5500 |
Epoch 00059 | Loss(train) 2.5709 | Acc(train) 0.4024 | Acc(val) 0.5532 |*
Epoch 00060 | Loss(train) 2.5638 | Acc(train) 0.4168 | Acc(val) 0.5548 |*
Epoch 00061 | Loss(train) 2.5384 | Acc(train) 0.4176 | Acc(val) 0.5548 |
Epoch 00062 | Loss(train) 2.5762 | Acc(train) 0.4077 | Acc(val) 0.5527 |
Epoch 00063 | Loss(train) 2.5839 | Acc(train) 0.4021 | Acc(val) 0.5511 |
Epoch 00064 | Loss(train) 2.5486 | Acc(train) 0.4125 | Acc(val) 0.5489 |
Epoch 00065 | Loss(train) 2.5118 | Acc(train) 0.4165 | Acc(val) 0.5436 |
Epoch 00066 | Loss(train) 2.5431 | Acc(train) 0.4085 | Acc(val) 0.5452 |
Epoch 00067 | Loss(train) 2.5056 | Acc(train) 0.4207 | Acc(val) 0.5463 |
Epoch 00068 | Loss(train) 2.5522 | Acc(train) 0.4122 | Acc(val) 0.5500 |
Epoch 00069 | Loss(train) 2.5241 | Acc(train) 0.4197 | Acc(val) 0.5527 |
Epoch 00070 | Loss(train) 2.5479 | Acc(train) 0.4074 | Acc(val) 0.5564 |*
Epoch 00071 | Loss(train) 2.5443 | Acc(train) 0.4138 | Acc(val) 0.5612 |*
Epoch 00072 | Loss(train) 2.5434 | Acc(train) 0.4189 | Acc(val) 0.5574 |
Epoch 00073 | Loss(train) 2.5102 | Acc(train) 0.4207 | Acc(val) 0.5585 |
Epoch 00074 | Loss(train) 2.5218 | Acc(train) 0.4223 | Acc(val) 0.5617 |*
Epoch 00075 | Loss(train) 2.5044 | Acc(train) 0.4202 | Acc(val) 0.5606 |
Epoch 00076 | Loss(train) 2.5144 | Acc(train) 0.4261 | Acc(val) 0.5596 |
Epoch 00077 | Loss(train) 2.5441 | Acc(train) 0.4181 | Acc(val) 0.5612 |
Epoch 00078 | Loss(train) 2.5046 | Acc(train) 0.4247 | Acc(val) 0.5628 |*
Epoch 00079 | Loss(train) 2.5537 | Acc(train) 0.4157 | Acc(val) 0.5649 |*
Epoch 00080 | Loss(train) 2.5601 | Acc(train) 0.4157 | Acc(val) 0.5628 |
Epoch 00081 | Loss(train) 2.4997 | Acc(train) 0.4301 | Acc(val) 0.5644 |
Epoch 00082 | Loss(train) 2.5086 | Acc(train) 0.4146 | Acc(val) 0.5644 |
Epoch 00083 | Loss(train) 2.5569 | Acc(train) 0.4133 | Acc(val) 0.5638 |
Epoch 00084 | Loss(train) 2.5388 | Acc(train) 0.4176 | Acc(val) 0.5638 |
Epoch 00085 | Loss(train) 2.5419 | Acc(train) 0.4221 | Acc(val) 0.5649 |
Epoch 00086 | Loss(train) 2.5148 | Acc(train) 0.4184 | Acc(val) 0.5676 |*
Epoch 00087 | Loss(train) 2.5608 | Acc(train) 0.3952 | Acc(val) 0.5670 |
Epoch 00088 | Loss(train) 2.5227 | Acc(train) 0.4242 | Acc(val) 0.5665 |
Epoch 00089 | Loss(train) 2.5408 | Acc(train) 0.4072 | Acc(val) 0.5676 |
Epoch 00090 | Loss(train) 2.5177 | Acc(train) 0.4255 | Acc(val) 0.5638 |
Epoch 00091 | Loss(train) 2.5212 | Acc(train) 0.4109 | Acc(val) 0.5601 |
Epoch 00092 | Loss(train) 2.5073 | Acc(train) 0.4197 | Acc(val) 0.5590 |
Epoch 00093 | Loss(train) 2.5235 | Acc(train) 0.4122 | Acc(val) 0.5574 |
Epoch 00094 | Loss(train) 2.5116 | Acc(train) 0.4226 | Acc(val) 0.5617 |
Epoch 00095 | Loss(train) 2.5287 | Acc(train) 0.4117 | Acc(val) 0.5628 |
Epoch 00096 | Loss(train) 2.4796 | Acc(train) 0.4231 | Acc(val) 0.5622 |
Epoch 00097 | Loss(train) 2.4914 | Acc(train) 0.4293 | Acc(val) 0.5628 |
Epoch 00098 | Loss(train) 2.5304 | Acc(train) 0.4157 | Acc(val) 0.5601 |
Epoch 00099 | Loss(train) 2.5332 | Acc(train) 0.4223 | Acc(val) 0.5606 |
Epoch 00100 | Loss(train) 2.4755 | Acc(train) 0.4319 | Acc(val) 0.5612 |
Epoch 00101 | Loss(train) 2.4940 | Acc(train) 0.4266 | Acc(val) 0.5665 |
Epoch 00102 | Loss(train) 2.5187 | Acc(train) 0.4197 | Acc(val) 0.5713 |*
Epoch 00103 | Loss(train) 2.5294 | Acc(train) 0.4239 | Acc(val) 0.5713 |
Epoch 00104 | Loss(train) 2.5045 | Acc(train) 0.4194 | Acc(val) 0.5697 |
Epoch 00105 | Loss(train) 2.5072 | Acc(train) 0.4258 | Acc(val) 0.5660 |
Epoch 00106 | Loss(train) 2.5171 | Acc(train) 0.4133 | Acc(val) 0.5617 |
Epoch 00107 | Loss(train) 2.5407 | Acc(train) 0.4090 | Acc(val) 0.5628 |
Epoch 00108 | Loss(train) 2.5032 | Acc(train) 0.4215 | Acc(val) 0.5612 |
Epoch 00109 | Loss(train) 2.5105 | Acc(train) 0.4255 | Acc(val) 0.5628 |
Epoch 00110 | Loss(train) 2.5147 | Acc(train) 0.4221 | Acc(val) 0.5691 |
Epoch 00111 | Loss(train) 2.5255 | Acc(train) 0.4149 | Acc(val) 0.5729 |*
Epoch 00112 | Loss(train) 2.5067 | Acc(train) 0.4245 | Acc(val) 0.5676 |
Epoch 00113 | Loss(train) 2.5205 | Acc(train) 0.4215 | Acc(val) 0.5697 |
Epoch 00114 | Loss(train) 2.5051 | Acc(train) 0.4173 | Acc(val) 0.5665 |
Epoch 00115 | Loss(train) 2.4814 | Acc(train) 0.4237 | Acc(val) 0.5660 |
Epoch 00116 | Loss(train) 2.4738 | Acc(train) 0.4239 | Acc(val) 0.5681 |
Epoch 00117 | Loss(train) 2.5170 | Acc(train) 0.4184 | Acc(val) 0.5649 |
Epoch 00118 | Loss(train) 2.4969 | Acc(train) 0.4207 | Acc(val) 0.5638 |
Epoch 00119 | Loss(train) 2.5257 | Acc(train) 0.4170 | Acc(val) 0.5665 |
Epoch 00120 | Loss(train) 2.5123 | Acc(train) 0.4287 | Acc(val) 0.5649 |
Epoch 00121 | Loss(train) 2.4708 | Acc(train) 0.4311 | Acc(val) 0.5617 |
Epoch 00122 | Loss(train) 2.5180 | Acc(train) 0.4218 | Acc(val) 0.5638 |
Epoch 00123 | Loss(train) 2.4880 | Acc(train) 0.4258 | Acc(val) 0.5638 |
Epoch 00124 | Loss(train) 2.4798 | Acc(train) 0.4348 | Acc(val) 0.5686 |
Epoch 00125 | Loss(train) 2.4966 | Acc(train) 0.4242 | Acc(val) 0.5734 |*
Epoch 00126 | Loss(train) 2.4987 | Acc(train) 0.4269 | Acc(val) 0.5729 |
Epoch 00127 | Loss(train) 2.4689 | Acc(train) 0.4370 | Acc(val) 0.5739 |*
Epoch 00128 | Loss(train) 2.5247 | Acc(train) 0.4178 | Acc(val) 0.5718 |
Epoch 00129 | Loss(train) 2.5531 | Acc(train) 0.4088 | Acc(val) 0.5739 |
Epoch 00130 | Loss(train) 2.4772 | Acc(train) 0.4324 | Acc(val) 0.5676 |
Epoch 00131 | Loss(train) 2.5014 | Acc(train) 0.4213 | Acc(val) 0.5660 |
Epoch 00132 | Loss(train) 2.5099 | Acc(train) 0.4189 | Acc(val) 0.5633 |
Epoch 00133 | Loss(train) 2.4790 | Acc(train) 0.4322 | Acc(val) 0.5617 |
Epoch 00134 | Loss(train) 2.4871 | Acc(train) 0.4343 | Acc(val) 0.5612 |
Epoch 00135 | Loss(train) 2.5117 | Acc(train) 0.4207 | Acc(val) 0.5617 |
Epoch 00136 | Loss(train) 2.4598 | Acc(train) 0.4372 | Acc(val) 0.5622 |
Epoch 00137 | Loss(train) 2.4746 | Acc(train) 0.4380 | Acc(val) 0.5638 |
Epoch 00138 | Loss(train) 2.4896 | Acc(train) 0.4199 | Acc(val) 0.5638 |
Epoch 00139 | Loss(train) 2.4820 | Acc(train) 0.4293 | Acc(val) 0.5649 |
Epoch 00140 | Loss(train) 2.4905 | Acc(train) 0.4258 | Acc(val) 0.5676 |
Epoch 00141 | Loss(train) 2.4847 | Acc(train) 0.4346 | Acc(val) 0.5686 |
Epoch 00142 | Loss(train) 2.5085 | Acc(train) 0.4271 | Acc(val) 0.5665 |
Epoch 00143 | Loss(train) 2.4928 | Acc(train) 0.4298 | Acc(val) 0.5649 |
Epoch 00144 | Loss(train) 2.5411 | Acc(train) 0.4117 | Acc(val) 0.5638 |
Epoch 00145 | Loss(train) 2.4564 | Acc(train) 0.4330 | Acc(val) 0.5644 |
