/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset computers train_idx: 2007, val_idx: 669, test_idx: 10705
Debug: Dataset computers train_idx: 10, val_idx: 10, test_idx: 10
Dataset: computers | #Nodes: 13381 | #Edges: 491556 | #Classes: 10 |#Features: 767
Epoch 00142 | Loss(train) 0.9834 | Acc(train) 0.6756 | Acc(val) 0.7564 |
Epoch 00143 | Loss(train) 0.9864 | Acc(train) 0.6712 | Acc(val) 0.7414 |
Epoch 00144 | Loss(train) 0.9816 | Acc(train) 0.6657 | Acc(val) 0.7459 |
Epoch 00145 | Loss(train) 0.9562 | Acc(train) 0.6841 | Acc(val) 0.7578 |
Epoch 00146 | Loss(train) 0.9628 | Acc(train) 0.6721 | Acc(val) 0.7698 |
Epoch 00147 | Loss(train) 0.9699 | Acc(train) 0.6821 | Acc(val) 0.7668 |
Epoch 00148 | Loss(train) 0.9650 | Acc(train) 0.6786 | Acc(val) 0.7653 |
Epoch 00149 | Loss(train) 1.0039 | Acc(train) 0.6736 | Acc(val) 0.7444 |
Epoch 00150 | Loss(train) 0.9543 | Acc(train) 0.6846 | Acc(val) 0.7623 |
Epoch 00151 | Loss(train) 0.9876 | Acc(train) 0.6741 | Acc(val) 0.7668 |
Epoch 00152 | Loss(train) 0.9350 | Acc(train) 0.6712 | Acc(val) 0.7728 |
Epoch 00153 | Loss(train) 0.9773 | Acc(train) 0.6756 | Acc(val) 0.7818 |*
Epoch 00154 | Loss(train) 0.9565 | Acc(train) 0.6871 | Acc(val) 0.7788 |
Epoch 00155 | Loss(train) 0.9580 | Acc(train) 0.6756 | Acc(val) 0.7623 |
Epoch 00156 | Loss(train) 0.9350 | Acc(train) 0.6871 | Acc(val) 0.7638 |
Epoch 00157 | Loss(train) 0.9917 | Acc(train) 0.6712 | Acc(val) 0.7668 |
Epoch 00158 | Loss(train) 0.9646 | Acc(train) 0.6771 | Acc(val) 0.7534 |
Epoch 00159 | Loss(train) 0.9493 | Acc(train) 0.6916 | Acc(val) 0.7504 |
Epoch 00160 | Loss(train) 0.9544 | Acc(train) 0.6831 | Acc(val) 0.7713 |
Epoch 00161 | Loss(train) 0.9270 | Acc(train) 0.6896 | Acc(val) 0.7653 |
Epoch 00162 | Loss(train) 0.9616 | Acc(train) 0.6896 | Acc(val) 0.7743 |
Epoch 00163 | Loss(train) 0.9603 | Acc(train) 0.6627 | Acc(val) 0.7608 |
Epoch 00164 | Loss(train) 0.9569 | Acc(train) 0.6771 | Acc(val) 0.7713 |
Epoch 00165 | Loss(train) 0.9606 | Acc(train) 0.6791 | Acc(val) 0.7698 |
Epoch 00166 | Loss(train) 0.9379 | Acc(train) 0.6761 | Acc(val) 0.7788 |
Epoch 00167 | Loss(train) 0.9726 | Acc(train) 0.6781 | Acc(val) 0.7862 |*
Epoch 00168 | Loss(train) 0.9534 | Acc(train) 0.6866 | Acc(val) 0.7862 |
Epoch 00169 | Loss(train) 0.9383 | Acc(train) 0.6771 | Acc(val) 0.7713 |
Epoch 00170 | Loss(train) 0.9690 | Acc(train) 0.6801 | Acc(val) 0.7668 |
Epoch 00171 | Loss(train) 0.9349 | Acc(train) 0.6866 | Acc(val) 0.7683 |
Epoch 00172 | Loss(train) 0.9706 | Acc(train) 0.6841 | Acc(val) 0.7743 |
Epoch 00173 | Loss(train) 0.9256 | Acc(train) 0.6931 | Acc(val) 0.7758 |
Epoch 00174 | Loss(train) 0.9389 | Acc(train) 0.6836 | Acc(val) 0.7743 |
Epoch 00175 | Loss(train) 0.9396 | Acc(train) 0.6846 | Acc(val) 0.7698 |
Epoch 00176 | Loss(train) 0.9238 | Acc(train) 0.6931 | Acc(val) 0.7728 |
Epoch 00177 | Loss(train) 0.9530 | Acc(train) 0.6896 | Acc(val) 0.7773 |
Epoch 00178 | Loss(train) 0.9340 | Acc(train) 0.6776 | Acc(val) 0.7758 |
Epoch 00179 | Loss(train) 1.0012 | Acc(train) 0.6801 | Acc(val) 0.7713 |
Epoch 00180 | Loss(train) 0.9233 | Acc(train) 0.6851 | Acc(val) 0.7713 |
Epoch 00181 | Loss(train) 0.9344 | Acc(train) 0.6936 | Acc(val) 0.7713 |
Epoch 00182 | Loss(train) 0.9332 | Acc(train) 0.6816 | Acc(val) 0.7818 |
Epoch 00183 | Loss(train) 0.9152 | Acc(train) 0.6966 | Acc(val) 0.7877 |*
Epoch 00184 | Loss(train) 0.9424 | Acc(train) 0.6756 | Acc(val) 0.7818 |
Epoch 00185 | Loss(train) 0.9289 | Acc(train) 0.6891 | Acc(val) 0.7713 |
Epoch 00186 | Loss(train) 0.9432 | Acc(train) 0.6841 | Acc(val) 0.7713 |
Epoch 00187 | Loss(train) 0.9384 | Acc(train) 0.6831 | Acc(val) 0.7818 |
Epoch 00188 | Loss(train) 0.9466 | Acc(train) 0.6856 | Acc(val) 0.7803 |
Epoch 00189 | Loss(train) 0.9006 | Acc(train) 0.6911 | Acc(val) 0.7803 |
Epoch 00190 | Loss(train) 0.8875 | Acc(train) 0.7040 | Acc(val) 0.7788 |
Epoch 00191 | Loss(train) 0.8913 | Acc(train) 0.7015 | Acc(val) 0.7803 |
Epoch 00192 | Loss(train) 0.8942 | Acc(train) 0.6926 | Acc(val) 0.7848 |
Epoch 00193 | Loss(train) 0.9257 | Acc(train) 0.6846 | Acc(val) 0.7848 |
Epoch 00194 | Loss(train) 0.9167 | Acc(train) 0.6841 | Acc(val) 0.7758 |
Epoch 00195 | Loss(train) 0.9163 | Acc(train) 0.6986 | Acc(val) 0.7653 |
Epoch 00196 | Loss(train) 0.9317 | Acc(train) 0.6866 | Acc(val) 0.7743 |
Epoch 00197 | Loss(train) 0.9435 | Acc(train) 0.6891 | Acc(val) 0.7818 |
Epoch 00198 | Loss(train) 0.9164 | Acc(train) 0.6986 | Acc(val) 0.7848 |
Epoch 00199 | Loss(train) 0.9795 | Acc(train) 0.6886 | Acc(val) 0.7848 |
Epoch 00200 | Loss(train) 0.9363 | Acc(train) 0.6896 | Acc(val) 0.7743 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'VS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 128.61 MB
GPU Memory Reserved: 326.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3713 | Acc(train) 0.0722 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 2.5083 | Acc(train) 0.3084 | Acc(val) 0.3558 |
Epoch 00003 | Loss(train) 2.1177 | Acc(train) 0.3134 | Acc(val) 0.3259 |
Epoch 00004 | Loss(train) 2.1595 | Acc(train) 0.2666 | Acc(val) 0.1644 |
Epoch 00005 | Loss(train) 2.1463 | Acc(train) 0.2496 | Acc(val) 0.1644 |
Epoch 00006 | Loss(train) 2.1255 | Acc(train) 0.2387 | Acc(val) 0.3767 |*
Epoch 00007 | Loss(train) 2.0758 | Acc(train) 0.2795 | Acc(val) 0.3543 |
Epoch 00008 | Loss(train) 2.0868 | Acc(train) 0.2581 | Acc(val) 0.3558 |
Epoch 00009 | Loss(train) 2.0903 | Acc(train) 0.3014 | Acc(val) 0.3558 |
Epoch 00010 | Loss(train) 2.0323 | Acc(train) 0.3139 | Acc(val) 0.3692 |
Epoch 00011 | Loss(train) 2.0157 | Acc(train) 0.3284 | Acc(val) 0.4126 |*
Epoch 00012 | Loss(train) 1.9600 | Acc(train) 0.3323 | Acc(val) 0.4126 |
Epoch 00013 | Loss(train) 1.9799 | Acc(train) 0.3568 | Acc(val) 0.4126 |
Epoch 00014 | Loss(train) 1.9529 | Acc(train) 0.3657 | Acc(val) 0.4036 |
Epoch 00015 | Loss(train) 1.9305 | Acc(train) 0.3667 | Acc(val) 0.3842 |
Epoch 00016 | Loss(train) 1.8865 | Acc(train) 0.3981 | Acc(val) 0.3752 |
Epoch 00017 | Loss(train) 1.8593 | Acc(train) 0.3996 | Acc(val) 0.3692 |
Epoch 00018 | Loss(train) 1.8423 | Acc(train) 0.4011 | Acc(val) 0.3901 |
Epoch 00019 | Loss(train) 1.8140 | Acc(train) 0.4071 | Acc(val) 0.4096 |
Epoch 00020 | Loss(train) 1.7909 | Acc(train) 0.4106 | Acc(val) 0.4126 |
Epoch 00021 | Loss(train) 1.7804 | Acc(train) 0.4006 | Acc(val) 0.3916 |
Epoch 00022 | Loss(train) 1.7584 | Acc(train) 0.4101 | Acc(val) 0.3901 |
Epoch 00023 | Loss(train) 1.7383 | Acc(train) 0.4131 | Acc(val) 0.4051 |
Epoch 00024 | Loss(train) 1.6979 | Acc(train) 0.4175 | Acc(val) 0.4170 |*
Epoch 00025 | Loss(train) 1.6954 | Acc(train) 0.4170 | Acc(val) 0.4469 |*
Epoch 00026 | Loss(train) 1.6704 | Acc(train) 0.4170 | Acc(val) 0.4619 |*
Epoch 00027 | Loss(train) 1.6985 | Acc(train) 0.4255 | Acc(val) 0.4843 |*
Epoch 00028 | Loss(train) 1.6565 | Acc(train) 0.4175 | Acc(val) 0.4589 |
Epoch 00029 | Loss(train) 1.6399 | Acc(train) 0.4205 | Acc(val) 0.4380 |
Epoch 00030 | Loss(train) 1.6352 | Acc(train) 0.4245 | Acc(val) 0.4559 |
Epoch 00031 | Loss(train) 1.6022 | Acc(train) 0.4290 | Acc(val) 0.4604 |
Epoch 00032 | Loss(train) 1.5994 | Acc(train) 0.4325 | Acc(val) 0.4574 |
Epoch 00033 | Loss(train) 1.5644 | Acc(train) 0.4375 | Acc(val) 0.4484 |
Epoch 00034 | Loss(train) 1.5909 | Acc(train) 0.4365 | Acc(val) 0.4604 |
Epoch 00035 | Loss(train) 1.5647 | Acc(train) 0.4340 | Acc(val) 0.5022 |*
Epoch 00036 | Loss(train) 1.5507 | Acc(train) 0.4509 | Acc(val) 0.5187 |*
Epoch 00037 | Loss(train) 1.5552 | Acc(train) 0.4484 | Acc(val) 0.4918 |
Epoch 00038 | Loss(train) 1.5174 | Acc(train) 0.4599 | Acc(val) 0.4888 |
Epoch 00039 | Loss(train) 1.5281 | Acc(train) 0.4579 | Acc(val) 0.5187 |
Epoch 00040 | Loss(train) 1.5133 | Acc(train) 0.4544 | Acc(val) 0.5426 |*
Epoch 00041 | Loss(train) 1.4947 | Acc(train) 0.4609 | Acc(val) 0.5456 |*
Epoch 00042 | Loss(train) 1.4812 | Acc(train) 0.4743 | Acc(val) 0.5680 |*
Epoch 00043 | Loss(train) 1.4867 | Acc(train) 0.4878 | Acc(val) 0.5710 |*
Epoch 00044 | Loss(train) 1.4580 | Acc(train) 0.4758 | Acc(val) 0.6009 |*
Epoch 00045 | Loss(train) 1.4643 | Acc(train) 0.4748 | Acc(val) 0.6188 |*
Epoch 00046 | Loss(train) 1.4605 | Acc(train) 0.4958 | Acc(val) 0.5979 |
Epoch 00047 | Loss(train) 1.4514 | Acc(train) 0.4878 | Acc(val) 0.6248 |*
Epoch 00048 | Loss(train) 1.4469 | Acc(train) 0.5047 | Acc(val) 0.6024 |
Epoch 00049 | Loss(train) 1.4223 | Acc(train) 0.4943 | Acc(val) 0.5934 |
Epoch 00050 | Loss(train) 1.4206 | Acc(train) 0.5072 | Acc(val) 0.6263 |*
Epoch 00051 | Loss(train) 1.4149 | Acc(train) 0.5072 | Acc(val) 0.6592 |*
Epoch 00052 | Loss(train) 1.4423 | Acc(train) 0.5237 | Acc(val) 0.6532 |
Epoch 00053 | Loss(train) 1.3990 | Acc(train) 0.5282 | Acc(val) 0.5785 |
Epoch 00054 | Loss(train) 1.4463 | Acc(train) 0.5127 | Acc(val) 0.6218 |
Epoch 00055 | Loss(train) 1.3559 | Acc(train) 0.5615 | Acc(val) 0.6413 |
Epoch 00056 | Loss(train) 1.3592 | Acc(train) 0.5670 | Acc(val) 0.6428 |
Epoch 00057 | Loss(train) 1.3610 | Acc(train) 0.5371 | Acc(val) 0.6263 |
Epoch 00058 | Loss(train) 1.3522 | Acc(train) 0.5620 | Acc(val) 0.6487 |
Epoch 00059 | Loss(train) 1.3220 | Acc(train) 0.5511 | Acc(val) 0.6637 |*
Epoch 00060 | Loss(train) 1.3021 | Acc(train) 0.5750 | Acc(val) 0.6457 |
Epoch 00061 | Loss(train) 1.3152 | Acc(train) 0.5625 | Acc(val) 0.6532 |
Epoch 00062 | Loss(train) 1.3247 | Acc(train) 0.5770 | Acc(val) 0.6517 |
Epoch 00063 | Loss(train) 1.3197 | Acc(train) 0.5685 | Acc(val) 0.6442 |
Epoch 00064 | Loss(train) 1.3167 | Acc(train) 0.5521 | Acc(val) 0.6637 |
Epoch 00065 | Loss(train) 1.3450 | Acc(train) 0.5715 | Acc(val) 0.6517 |
Epoch 00066 | Loss(train) 1.3124 | Acc(train) 0.5660 | Acc(val) 0.6457 |
Epoch 00067 | Loss(train) 1.2869 | Acc(train) 0.5770 | Acc(val) 0.6607 |
Epoch 00068 | Loss(train) 1.2603 | Acc(train) 0.5815 | Acc(val) 0.6622 |
Epoch 00069 | Loss(train) 1.2653 | Acc(train) 0.5840 | Acc(val) 0.6487 |
Epoch 00070 | Loss(train) 1.2318 | Acc(train) 0.5845 | Acc(val) 0.6547 |
Epoch 00071 | Loss(train) 1.2558 | Acc(train) 0.5795 | Acc(val) 0.6637 |
Epoch 00072 | Loss(train) 1.2536 | Acc(train) 0.5889 | Acc(val) 0.6622 |
Epoch 00073 | Loss(train) 1.2247 | Acc(train) 0.5909 | Acc(val) 0.6712 |*
Epoch 00074 | Loss(train) 1.2157 | Acc(train) 0.5800 | Acc(val) 0.6741 |*
Epoch 00075 | Loss(train) 1.2137 | Acc(train) 0.5904 | Acc(val) 0.6712 |
Epoch 00076 | Loss(train) 1.2072 | Acc(train) 0.6024 | Acc(val) 0.6667 |
Epoch 00077 | Loss(train) 1.1877 | Acc(train) 0.6099 | Acc(val) 0.6697 |
Epoch 00078 | Loss(train) 1.2199 | Acc(train) 0.5994 | Acc(val) 0.6771 |*
Epoch 00079 | Loss(train) 1.1890 | Acc(train) 0.6084 | Acc(val) 0.6786 |*
Epoch 00080 | Loss(train) 1.1951 | Acc(train) 0.6158 | Acc(val) 0.6741 |
Epoch 00081 | Loss(train) 1.1660 | Acc(train) 0.5979 | Acc(val) 0.6786 |
Epoch 00082 | Loss(train) 1.1516 | Acc(train) 0.6158 | Acc(val) 0.6861 |*
Epoch 00083 | Loss(train) 1.1823 | Acc(train) 0.6059 | Acc(val) 0.6801 |
Epoch 00084 | Loss(train) 1.1808 | Acc(train) 0.6119 | Acc(val) 0.6771 |
Epoch 00085 | Loss(train) 1.1734 | Acc(train) 0.6104 | Acc(val) 0.6726 |
Epoch 00086 | Loss(train) 1.1258 | Acc(train) 0.6024 | Acc(val) 0.6771 |
Epoch 00087 | Loss(train) 1.1671 | Acc(train) 0.6213 | Acc(val) 0.6861 |
Epoch 00088 | Loss(train) 1.1532 | Acc(train) 0.6263 | Acc(val) 0.6951 |*
Epoch 00089 | Loss(train) 1.1242 | Acc(train) 0.6413 | Acc(val) 0.6936 |
Epoch 00090 | Loss(train) 1.1119 | Acc(train) 0.6408 | Acc(val) 0.6891 |
Epoch 00091 | Loss(train) 1.1463 | Acc(train) 0.6243 | Acc(val) 0.6921 |
Epoch 00092 | Loss(train) 1.1340 | Acc(train) 0.6353 | Acc(val) 0.7010 |*
Epoch 00093 | Loss(train) 1.1207 | Acc(train) 0.6388 | Acc(val) 0.6936 |
Epoch 00094 | Loss(train) 1.1089 | Acc(train) 0.6328 | Acc(val) 0.6936 |
Epoch 00095 | Loss(train) 1.1072 | Acc(train) 0.6358 | Acc(val) 0.6951 |
Epoch 00096 | Loss(train) 1.1036 | Acc(train) 0.6457 | Acc(val) 0.6996 |
Epoch 00097 | Loss(train) 1.1023 | Acc(train) 0.6328 | Acc(val) 0.7055 |*
Epoch 00098 | Loss(train) 1.1037 | Acc(train) 0.6383 | Acc(val) 0.6951 |
Epoch 00099 | Loss(train) 1.1081 | Acc(train) 0.6467 | Acc(val) 0.6906 |
Epoch 00100 | Loss(train) 1.0957 | Acc(train) 0.6313 | Acc(val) 0.6906 |
Epoch 00101 | Loss(train) 1.0834 | Acc(train) 0.6462 | Acc(val) 0.6981 |
Epoch 00102 | Loss(train) 1.1095 | Acc(train) 0.6318 | Acc(val) 0.6996 |
Epoch 00103 | Loss(train) 1.0658 | Acc(train) 0.6542 | Acc(val) 0.7160 |*
Epoch 00104 | Loss(train) 1.1106 | Acc(train) 0.6467 | Acc(val) 0.7115 |
Epoch 00105 | Loss(train) 1.0929 | Acc(train) 0.6542 | Acc(val) 0.7055 |
Epoch 00106 | Loss(train) 1.0891 | Acc(train) 0.6582 | Acc(val) 0.6981 |
Epoch 00107 | Loss(train) 1.0670 | Acc(train) 0.6413 | Acc(val) 0.6951 |
Epoch 00108 | Loss(train) 1.0880 | Acc(train) 0.6403 | Acc(val) 0.7010 |
Epoch 00109 | Loss(train) 1.0921 | Acc(train) 0.6512 | Acc(val) 0.7055 |
Epoch 00110 | Loss(train) 1.0950 | Acc(train) 0.6517 | Acc(val) 0.7040 |
Epoch 00111 | Loss(train) 1.1137 | Acc(train) 0.6408 | Acc(val) 0.7025 |
Epoch 00112 | Loss(train) 1.0699 | Acc(train) 0.6502 | Acc(val) 0.7040 |
Epoch 00113 | Loss(train) 1.0993 | Acc(train) 0.6318 | Acc(val) 0.6951 |
Epoch 00114 | Loss(train) 1.0145 | Acc(train) 0.6672 | Acc(val) 0.6951 |
Epoch 00115 | Loss(train) 1.1114 | Acc(train) 0.6278 | Acc(val) 0.6966 |
Epoch 00116 | Loss(train) 1.0446 | Acc(train) 0.6512 | Acc(val) 0.7055 |
Epoch 00117 | Loss(train) 1.0661 | Acc(train) 0.6547 | Acc(val) 0.7160 |
Epoch 00118 | Loss(train) 1.0835 | Acc(train) 0.6477 | Acc(val) 0.7100 |
Epoch 00119 | Loss(train) 1.0396 | Acc(train) 0.6697 | Acc(val) 0.7010 |
Epoch 00120 | Loss(train) 1.0620 | Acc(train) 0.6517 | Acc(val) 0.7010 |
Epoch 00121 | Loss(train) 1.0596 | Acc(train) 0.6527 | Acc(val) 0.7040 |
Epoch 00122 | Loss(train) 1.0625 | Acc(train) 0.6532 | Acc(val) 0.7160 |
Epoch 00123 | Loss(train) 1.0530 | Acc(train) 0.6502 | Acc(val) 0.7235 |*
Epoch 00124 | Loss(train) 1.0816 | Acc(train) 0.6413 | Acc(val) 0.7220 |
Epoch 00125 | Loss(train) 1.0430 | Acc(train) 0.6652 | Acc(val) 0.7175 |
Epoch 00126 | Loss(train) 1.0252 | Acc(train) 0.6652 | Acc(val) 0.7429 |*
Epoch 00127 | Loss(train) 1.0723 | Acc(train) 0.6537 | Acc(val) 0.7070 |
Epoch 00128 | Loss(train) 1.0754 | Acc(train) 0.6612 | Acc(val) 0.7115 |
Epoch 00129 | Loss(train) 1.0438 | Acc(train) 0.6497 | Acc(val) 0.7190 |
Epoch 00130 | Loss(train) 1.0568 | Acc(train) 0.6497 | Acc(val) 0.7220 |
Epoch 00131 | Loss(train) 1.0472 | Acc(train) 0.6682 | Acc(val) 0.7070 |
Epoch 00132 | Loss(train) 1.0292 | Acc(train) 0.6702 | Acc(val) 0.7085 |
Epoch 00133 | Loss(train) 1.0323 | Acc(train) 0.6472 | Acc(val) 0.7085 |
Epoch 00134 | Loss(train) 1.0528 | Acc(train) 0.6462 | Acc(val) 0.7175 |
Epoch 00135 | Loss(train) 1.0046 | Acc(train) 0.6647 | Acc(val) 0.7070 |
Epoch 00136 | Loss(train) 1.0306 | Acc(train) 0.6667 | Acc(val) 0.7250 |
Epoch 00137 | Loss(train) 1.0402 | Acc(train) 0.6602 | Acc(val) 0.7354 |
Epoch 00138 | Loss(train) 1.0108 | Acc(train) 0.6716 | Acc(val) 0.7429 |
Epoch 00139 | Loss(train) 1.0153 | Acc(train) 0.6726 | Acc(val) 0.7414 |
Epoch 00140 | Loss(train) 1.0166 | Acc(train) 0.6657 | Acc(val) 0.7429 |
Epoch 00141 | Loss(train) 1.0112 | Acc(train) 0.6687 | Acc(val) 0.7280 |
Epoch 00142 | Loss(train) 0.9882 | Acc(train) 0.6647 | Acc(val) 0.7309 |
Epoch 00143 | Loss(train) 0.9849 | Acc(train) 0.6761 | Acc(val) 0.7414 |
Epoch 00144 | Loss(train) 0.9968 | Acc(train) 0.6657 | Acc(val) 0.7309 |
Epoch 00145 | Loss(train) 1.0134 | Acc(train) 0.6637 | Acc(val) 0.7354 |
Epoch 00146 | Loss(train) 0.9898 | Acc(train) 0.6622 | Acc(val) 0.7399 |
Epoch 00147 | Loss(train) 0.9775 | Acc(train) 0.6846 | Acc(val) 0.7399 |
Epoch 00148 | Loss(train) 1.0210 | Acc(train) 0.6746 | Acc(val) 0.7250 |
Epoch 00149 | Loss(train) 1.0128 | Acc(train) 0.6657 | Acc(val) 0.7294 |
Epoch 00150 | Loss(train) 1.0383 | Acc(train) 0.6652 | Acc(val) 0.7504 |*
Epoch 00151 | Loss(train) 1.0102 | Acc(train) 0.6632 | Acc(val) 0.7444 |
Epoch 00152 | Loss(train) 1.0122 | Acc(train) 0.6577 | Acc(val) 0.7384 |
Epoch 00153 | Loss(train) 1.0244 | Acc(train) 0.6627 | Acc(val) 0.7429 |
Epoch 00154 | Loss(train) 0.9907 | Acc(train) 0.6662 | Acc(val) 0.7235 |
Epoch 00155 | Loss(train) 0.9996 | Acc(train) 0.6662 | Acc(val) 0.7145 |
Epoch 00156 | Loss(train) 0.9844 | Acc(train) 0.6776 | Acc(val) 0.7265 |
Epoch 00157 | Loss(train) 0.9950 | Acc(train) 0.6756 | Acc(val) 0.7534 |*
Epoch 00158 | Loss(train) 1.0274 | Acc(train) 0.6677 | Acc(val) 0.7489 |
Epoch 00159 | Loss(train) 0.9904 | Acc(train) 0.6766 | Acc(val) 0.7593 |*
Epoch 00160 | Loss(train) 1.0051 | Acc(train) 0.6796 | Acc(val) 0.7549 |
Epoch 00161 | Loss(train) 0.9822 | Acc(train) 0.6692 | Acc(val) 0.7474 |
Epoch 00162 | Loss(train) 0.9711 | Acc(train) 0.6721 | Acc(val) 0.7429 |
Epoch 00163 | Loss(train) 0.9500 | Acc(train) 0.6801 | Acc(val) 0.7489 |
Epoch 00164 | Loss(train) 0.9926 | Acc(train) 0.6677 | Acc(val) 0.7519 |
Epoch 00165 | Loss(train) 0.9546 | Acc(train) 0.6796 | Acc(val) 0.7623 |*
Epoch 00166 | Loss(train) 0.9996 | Acc(train) 0.6647 | Acc(val) 0.7369 |
Epoch 00167 | Loss(train) 1.0221 | Acc(train) 0.6612 | Acc(val) 0.7130 |
Epoch 00168 | Loss(train) 0.9863 | Acc(train) 0.6821 | Acc(val) 0.7250 |
Epoch 00169 | Loss(train) 1.0031 | Acc(train) 0.6662 | Acc(val) 0.7414 |
Epoch 00170 | Loss(train) 0.9779 | Acc(train) 0.6697 | Acc(val) 0.7489 |
Epoch 00171 | Loss(train) 0.9757 | Acc(train) 0.6816 | Acc(val) 0.7474 |
Epoch 00172 | Loss(train) 0.9660 | Acc(train) 0.6866 | Acc(val) 0.7489 |
Epoch 00173 | Loss(train) 0.9743 | Acc(train) 0.6791 | Acc(val) 0.7534 |
Epoch 00174 | Loss(train) 0.9749 | Acc(train) 0.6726 | Acc(val) 0.7638 |*
Epoch 00175 | Loss(train) 0.9679 | Acc(train) 0.6716 | Acc(val) 0.7564 |
Epoch 00176 | Loss(train) 0.9830 | Acc(train) 0.6672 | Acc(val) 0.7519 |
Epoch 00177 | Loss(train) 0.9560 | Acc(train) 0.6806 | Acc(val) 0.7549 |
Epoch 00178 | Loss(train) 0.9601 | Acc(train) 0.6741 | Acc(val) 0.7593 |
Epoch 00179 | Loss(train) 1.0087 | Acc(train) 0.6622 | Acc(val) 0.7668 |*
Epoch 00180 | Loss(train) 0.9497 | Acc(train) 0.6866 | Acc(val) 0.7504 |
Epoch 00181 | Loss(train) 0.9530 | Acc(train) 0.6911 | Acc(val) 0.7504 |
Epoch 00182 | Loss(train) 0.9420 | Acc(train) 0.6911 | Acc(val) 0.7578 |
Epoch 00183 | Loss(train) 0.9513 | Acc(train) 0.6801 | Acc(val) 0.7354 |
Epoch 00184 | Loss(train) 0.9716 | Acc(train) 0.6687 | Acc(val) 0.7324 |
Epoch 00185 | Loss(train) 1.0169 | Acc(train) 0.6692 | Acc(val) 0.7504 |
Epoch 00186 | Loss(train) 0.9546 | Acc(train) 0.6746 | Acc(val) 0.7564 |
Epoch 00187 | Loss(train) 0.9689 | Acc(train) 0.6796 | Acc(val) 0.7653 |
Epoch 00188 | Loss(train) 0.9672 | Acc(train) 0.6756 | Acc(val) 0.7653 |
Epoch 00189 | Loss(train) 0.9723 | Acc(train) 0.6831 | Acc(val) 0.7519 |
Epoch 00190 | Loss(train) 0.9178 | Acc(train) 0.6956 | Acc(val) 0.7489 |
Epoch 00191 | Loss(train) 0.9527 | Acc(train) 0.6896 | Acc(val) 0.7489 |
Epoch 00192 | Loss(train) 0.9559 | Acc(train) 0.6866 | Acc(val) 0.7564 |
Epoch 00193 | Loss(train) 0.9423 | Acc(train) 0.6826 | Acc(val) 0.7758 |*
Epoch 00194 | Loss(train) 0.9876 | Acc(train) 0.6771 | Acc(val) 0.7608 |
Epoch 00195 | Loss(train) 0.9544 | Acc(train) 0.6851 | Acc(val) 0.7578 |
Epoch 00196 | Loss(train) 0.9677 | Acc(train) 0.6756 | Acc(val) 0.7683 |
Epoch 00197 | Loss(train) 0.9933 | Acc(train) 0.6587 | Acc(val) 0.7564 |
Epoch 00198 | Loss(train) 0.9934 | Acc(train) 0.6726 | Acc(val) 0.7653 |
Epoch 00199 | Loss(train) 0.9596 | Acc(train) 0.6707 | Acc(val) 0.7623 |
Epoch 00200 | Loss(train) 0.9876 | Acc(train) 0.6741 | Acc(val) 0.7608 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'VS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 128.61 MB
GPU Memory Reserved: 326.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3204 | Acc(train) 0.1051 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 3.0181 | Acc(train) 0.3617 | Acc(val) 0.4514 |*
Epoch 00003 | Loss(train) 2.1925 | Acc(train) 0.2656 | Acc(val) 0.1809 |
Epoch 00004 | Loss(train) 2.2095 | Acc(train) 0.1943 | Acc(val) 0.1495 |
Epoch 00005 | Loss(train) 2.2181 | Acc(train) 0.1599 | Acc(val) 0.2197 |
Epoch 00006 | Loss(train) 2.2179 | Acc(train) 0.1619 | Acc(val) 0.1839 |
Epoch 00007 | Loss(train) 2.1844 | Acc(train) 0.1639 | Acc(val) 0.5232 |*
