/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
/root/WATS/model/calibrator.py:322: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ../torch/csrc/utils/tensor_new.cpp:274.)
  torch.tensor([L.row, L.col]),
Debug: Dataset cora-full train_idx: 2820, val_idx: 940, test_idx: 15040
Debug: Dataset cora-full train_idx: 10, val_idx: 10, test_idx: 10
Dataset: cora-full | #Nodes: 18800 | #Edges: 144170 | #Classes: 70 |#Features: 8710
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.2, 'cal_hidden_dim': 128}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 707.37 MB
GPU Memory Reserved: 2156.00 MB
Exp 2/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2564 | Acc(train) 0.0227 | Acc(val) 0.0351 |*
Epoch 00002 | Loss(train) 4.2436 | Acc(train) 0.0390 | Acc(val) 0.0351 |
Epoch 00003 | Loss(train) 4.2257 | Acc(train) 0.0436 | Acc(val) 0.0351 |
Epoch 00004 | Loss(train) 4.2061 | Acc(train) 0.0489 | Acc(val) 0.0351 |
Epoch 00005 | Loss(train) 4.1845 | Acc(train) 0.0461 | Acc(val) 0.0351 |
Epoch 00006 | Loss(train) 4.1562 | Acc(train) 0.0496 | Acc(val) 0.0351 |
Epoch 00007 | Loss(train) 4.1335 | Acc(train) 0.0493 | Acc(val) 0.0351 |
Epoch 00008 | Loss(train) 4.1101 | Acc(train) 0.0479 | Acc(val) 0.0351 |
Epoch 00009 | Loss(train) 4.0887 | Acc(train) 0.0404 | Acc(val) 0.0351 |
Epoch 00010 | Loss(train) 4.0657 | Acc(train) 0.0465 | Acc(val) 0.0362 |*
Epoch 00011 | Loss(train) 4.0588 | Acc(train) 0.0500 | Acc(val) 0.0436 |*
Epoch 00012 | Loss(train) 4.0542 | Acc(train) 0.0546 | Acc(val) 0.0606 |*
Epoch 00013 | Loss(train) 4.0289 | Acc(train) 0.0496 | Acc(val) 0.0670 |*
Epoch 00014 | Loss(train) 4.0446 | Acc(train) 0.0539 | Acc(val) 0.0713 |*
Epoch 00015 | Loss(train) 4.0033 | Acc(train) 0.0532 | Acc(val) 0.0723 |*
Epoch 00016 | Loss(train) 4.0039 | Acc(train) 0.0560 | Acc(val) 0.0723 |
Epoch 00017 | Loss(train) 3.9932 | Acc(train) 0.0599 | Acc(val) 0.0723 |
Epoch 00018 | Loss(train) 3.9723 | Acc(train) 0.0578 | Acc(val) 0.0734 |*
Epoch 00019 | Loss(train) 3.9946 | Acc(train) 0.0599 | Acc(val) 0.0755 |*
Epoch 00020 | Loss(train) 3.9785 | Acc(train) 0.0606 | Acc(val) 0.0766 |*
Epoch 00021 | Loss(train) 3.9649 | Acc(train) 0.0670 | Acc(val) 0.0777 |*
Epoch 00022 | Loss(train) 3.9815 | Acc(train) 0.0589 | Acc(val) 0.0777 |
Epoch 00023 | Loss(train) 3.9591 | Acc(train) 0.0656 | Acc(val) 0.0777 |
Epoch 00024 | Loss(train) 3.9497 | Acc(train) 0.0663 | Acc(val) 0.0787 |*
Epoch 00025 | Loss(train) 3.9475 | Acc(train) 0.0596 | Acc(val) 0.0787 |
Epoch 00026 | Loss(train) 3.9460 | Acc(train) 0.0624 | Acc(val) 0.0787 |
Epoch 00027 | Loss(train) 3.9415 | Acc(train) 0.0663 | Acc(val) 0.0787 |
Epoch 00028 | Loss(train) 3.9261 | Acc(train) 0.0702 | Acc(val) 0.0787 |
Epoch 00029 | Loss(train) 3.9200 | Acc(train) 0.0738 | Acc(val) 0.0787 |
Epoch 00030 | Loss(train) 3.9224 | Acc(train) 0.0645 | Acc(val) 0.0787 |
Epoch 00031 | Loss(train) 3.9041 | Acc(train) 0.0755 | Acc(val) 0.0787 |
Epoch 00032 | Loss(train) 3.8995 | Acc(train) 0.0730 | Acc(val) 0.0787 |
Epoch 00033 | Loss(train) 3.8956 | Acc(train) 0.0723 | Acc(val) 0.0798 |*
Epoch 00034 | Loss(train) 3.9010 | Acc(train) 0.0755 | Acc(val) 0.0798 |
Epoch 00035 | Loss(train) 3.8763 | Acc(train) 0.0780 | Acc(val) 0.0798 |
Epoch 00036 | Loss(train) 3.8644 | Acc(train) 0.0826 | Acc(val) 0.0798 |
Epoch 00037 | Loss(train) 3.8683 | Acc(train) 0.0833 | Acc(val) 0.0798 |
Epoch 00038 | Loss(train) 3.8459 | Acc(train) 0.0823 | Acc(val) 0.0798 |
Epoch 00039 | Loss(train) 3.8471 | Acc(train) 0.0872 | Acc(val) 0.0798 |
Epoch 00040 | Loss(train) 3.8384 | Acc(train) 0.0865 | Acc(val) 0.0798 |
Epoch 00041 | Loss(train) 3.8559 | Acc(train) 0.0819 | Acc(val) 0.0798 |
Epoch 00042 | Loss(train) 3.7963 | Acc(train) 0.0901 | Acc(val) 0.0798 |
Epoch 00043 | Loss(train) 3.7818 | Acc(train) 0.0943 | Acc(val) 0.0809 |*
Epoch 00044 | Loss(train) 3.7814 | Acc(train) 0.0901 | Acc(val) 0.0819 |*
Epoch 00045 | Loss(train) 3.7717 | Acc(train) 0.0936 | Acc(val) 0.0862 |*
Epoch 00046 | Loss(train) 3.7978 | Acc(train) 0.0947 | Acc(val) 0.0883 |*
Epoch 00047 | Loss(train) 3.7402 | Acc(train) 0.0933 | Acc(val) 0.0904 |*
Epoch 00048 | Loss(train) 3.7284 | Acc(train) 0.0848 | Acc(val) 0.0872 |
Epoch 00049 | Loss(train) 3.7321 | Acc(train) 0.0915 | Acc(val) 0.0809 |
Epoch 00050 | Loss(train) 3.7182 | Acc(train) 0.0979 | Acc(val) 0.0798 |
Epoch 00051 | Loss(train) 3.7051 | Acc(train) 0.0947 | Acc(val) 0.0798 |
Epoch 00052 | Loss(train) 3.7787 | Acc(train) 0.0936 | Acc(val) 0.0819 |
Epoch 00053 | Loss(train) 3.7135 | Acc(train) 0.0933 | Acc(val) 0.0819 |
Epoch 00054 | Loss(train) 3.6849 | Acc(train) 0.0879 | Acc(val) 0.0819 |
Epoch 00055 | Loss(train) 3.6808 | Acc(train) 0.1004 | Acc(val) 0.0819 |
Epoch 00056 | Loss(train) 3.6772 | Acc(train) 0.0918 | Acc(val) 0.0798 |
Epoch 00057 | Loss(train) 3.6634 | Acc(train) 0.1021 | Acc(val) 0.0787 |
Epoch 00058 | Loss(train) 3.6858 | Acc(train) 0.0993 | Acc(val) 0.0798 |
Epoch 00059 | Loss(train) 3.6638 | Acc(train) 0.0936 | Acc(val) 0.0798 |
Epoch 00060 | Loss(train) 3.6718 | Acc(train) 0.0929 | Acc(val) 0.0798 |
Epoch 00061 | Loss(train) 3.6699 | Acc(train) 0.0975 | Acc(val) 0.0798 |
Epoch 00062 | Loss(train) 3.6447 | Acc(train) 0.0933 | Acc(val) 0.0798 |
Epoch 00063 | Loss(train) 3.6468 | Acc(train) 0.0975 | Acc(val) 0.0798 |
Epoch 00064 | Loss(train) 3.6245 | Acc(train) 0.1032 | Acc(val) 0.0798 |
Epoch 00065 | Loss(train) 3.6202 | Acc(train) 0.1014 | Acc(val) 0.0809 |
Epoch 00066 | Loss(train) 3.6100 | Acc(train) 0.0993 | Acc(val) 0.0819 |
Epoch 00067 | Loss(train) 3.6482 | Acc(train) 0.0996 | Acc(val) 0.0819 |
Epoch 00068 | Loss(train) 3.6446 | Acc(train) 0.0975 | Acc(val) 0.0819 |
Epoch 00069 | Loss(train) 3.6204 | Acc(train) 0.0957 | Acc(val) 0.0819 |
Epoch 00070 | Loss(train) 3.6300 | Acc(train) 0.0918 | Acc(val) 0.0851 |
Epoch 00071 | Loss(train) 3.5831 | Acc(train) 0.1018 | Acc(val) 0.0872 |
Epoch 00072 | Loss(train) 3.5907 | Acc(train) 0.1011 | Acc(val) 0.0872 |
Epoch 00073 | Loss(train) 3.6590 | Acc(train) 0.1039 | Acc(val) 0.0840 |
Epoch 00074 | Loss(train) 3.5860 | Acc(train) 0.0989 | Acc(val) 0.0830 |
Epoch 00075 | Loss(train) 3.6664 | Acc(train) 0.1011 | Acc(val) 0.0936 |*
Epoch 00076 | Loss(train) 3.6397 | Acc(train) 0.0996 | Acc(val) 0.0968 |*
Epoch 00077 | Loss(train) 3.5862 | Acc(train) 0.1021 | Acc(val) 0.1064 |*
Epoch 00078 | Loss(train) 3.5790 | Acc(train) 0.0996 | Acc(val) 0.1043 |
Epoch 00079 | Loss(train) 3.5559 | Acc(train) 0.0996 | Acc(val) 0.1011 |
Epoch 00080 | Loss(train) 3.5718 | Acc(train) 0.1018 | Acc(val) 0.0979 |
Epoch 00081 | Loss(train) 3.5803 | Acc(train) 0.1000 | Acc(val) 0.0947 |
Epoch 00082 | Loss(train) 3.5721 | Acc(train) 0.1060 | Acc(val) 0.0926 |
Epoch 00083 | Loss(train) 3.5504 | Acc(train) 0.1089 | Acc(val) 0.0904 |
Epoch 00084 | Loss(train) 3.5729 | Acc(train) 0.1043 | Acc(val) 0.0851 |
Epoch 00085 | Loss(train) 3.5809 | Acc(train) 0.0961 | Acc(val) 0.0819 |
Epoch 00086 | Loss(train) 3.5929 | Acc(train) 0.0947 | Acc(val) 0.0819 |
Epoch 00087 | Loss(train) 3.5564 | Acc(train) 0.1078 | Acc(val) 0.0872 |
Epoch 00088 | Loss(train) 3.5720 | Acc(train) 0.1032 | Acc(val) 0.0915 |
Epoch 00089 | Loss(train) 3.5465 | Acc(train) 0.1085 | Acc(val) 0.0989 |
Epoch 00090 | Loss(train) 3.5559 | Acc(train) 0.1089 | Acc(val) 0.0989 |
Epoch 00091 | Loss(train) 3.5433 | Acc(train) 0.1064 | Acc(val) 0.0915 |
Epoch 00092 | Loss(train) 3.5564 | Acc(train) 0.1131 | Acc(val) 0.0894 |
Epoch 00093 | Loss(train) 3.5480 | Acc(train) 0.1099 | Acc(val) 0.0851 |
Epoch 00094 | Loss(train) 3.5588 | Acc(train) 0.1025 | Acc(val) 0.0883 |
Epoch 00095 | Loss(train) 3.5484 | Acc(train) 0.1014 | Acc(val) 0.0915 |
Epoch 00096 | Loss(train) 3.5585 | Acc(train) 0.1089 | Acc(val) 0.0989 |
Epoch 00097 | Loss(train) 3.5429 | Acc(train) 0.1074 | Acc(val) 0.1032 |
Epoch 00098 | Loss(train) 3.5334 | Acc(train) 0.1089 | Acc(val) 0.1032 |
Epoch 00099 | Loss(train) 3.5449 | Acc(train) 0.1067 | Acc(val) 0.1074 |*
Epoch 00100 | Loss(train) 3.5209 | Acc(train) 0.1131 | Acc(val) 0.1096 |*
Epoch 00101 | Loss(train) 3.5292 | Acc(train) 0.1078 | Acc(val) 0.1096 |
Epoch 00102 | Loss(train) 3.5513 | Acc(train) 0.1099 | Acc(val) 0.1106 |*
Epoch 00103 | Loss(train) 3.5319 | Acc(train) 0.1156 | Acc(val) 0.1085 |
Epoch 00104 | Loss(train) 3.5299 | Acc(train) 0.1117 | Acc(val) 0.1074 |
Epoch 00105 | Loss(train) 3.5052 | Acc(train) 0.1057 | Acc(val) 0.1117 |*
Epoch 00106 | Loss(train) 3.5628 | Acc(train) 0.1064 | Acc(val) 0.1096 |
Epoch 00107 | Loss(train) 3.5383 | Acc(train) 0.1181 | Acc(val) 0.1085 |
Epoch 00108 | Loss(train) 3.5264 | Acc(train) 0.1074 | Acc(val) 0.1085 |
Epoch 00109 | Loss(train) 3.5269 | Acc(train) 0.1113 | Acc(val) 0.1085 |
Epoch 00110 | Loss(train) 3.5403 | Acc(train) 0.1057 | Acc(val) 0.1085 |
Epoch 00111 | Loss(train) 3.5252 | Acc(train) 0.1117 | Acc(val) 0.1064 |
Epoch 00112 | Loss(train) 3.5476 | Acc(train) 0.1160 | Acc(val) 0.0989 |
Epoch 00113 | Loss(train) 3.5506 | Acc(train) 0.1057 | Acc(val) 0.0926 |
Epoch 00114 | Loss(train) 3.5280 | Acc(train) 0.1113 | Acc(val) 0.0926 |
Epoch 00115 | Loss(train) 3.5268 | Acc(train) 0.1067 | Acc(val) 0.1043 |
Epoch 00116 | Loss(train) 3.5359 | Acc(train) 0.1160 | Acc(val) 0.1096 |
Epoch 00117 | Loss(train) 3.5473 | Acc(train) 0.1067 | Acc(val) 0.1074 |
Epoch 00118 | Loss(train) 3.5146 | Acc(train) 0.1124 | Acc(val) 0.0915 |
Epoch 00119 | Loss(train) 3.5204 | Acc(train) 0.1092 | Acc(val) 0.0883 |
Epoch 00120 | Loss(train) 3.5937 | Acc(train) 0.1135 | Acc(val) 0.0947 |
Epoch 00121 | Loss(train) 3.5179 | Acc(train) 0.1195 | Acc(val) 0.1032 |
Epoch 00122 | Loss(train) 3.5172 | Acc(train) 0.1223 | Acc(val) 0.1106 |
Epoch 00123 | Loss(train) 3.5244 | Acc(train) 0.1177 | Acc(val) 0.1181 |*
Epoch 00124 | Loss(train) 3.5289 | Acc(train) 0.1074 | Acc(val) 0.1138 |
Epoch 00125 | Loss(train) 3.5325 | Acc(train) 0.1096 | Acc(val) 0.1085 |
Epoch 00126 | Loss(train) 3.5189 | Acc(train) 0.1057 | Acc(val) 0.1138 |
Epoch 00127 | Loss(train) 3.5335 | Acc(train) 0.1121 | Acc(val) 0.1223 |*
Epoch 00128 | Loss(train) 3.5121 | Acc(train) 0.1057 | Acc(val) 0.1245 |*
Epoch 00129 | Loss(train) 3.5254 | Acc(train) 0.1135 | Acc(val) 0.1255 |*
Epoch 00130 | Loss(train) 3.5308 | Acc(train) 0.1053 | Acc(val) 0.1277 |*
Epoch 00131 | Loss(train) 3.5025 | Acc(train) 0.1195 | Acc(val) 0.1287 |*
Epoch 00132 | Loss(train) 3.5043 | Acc(train) 0.1202 | Acc(val) 0.1287 |
Epoch 00133 | Loss(train) 3.5411 | Acc(train) 0.1209 | Acc(val) 0.1255 |
Epoch 00134 | Loss(train) 3.5120 | Acc(train) 0.1209 | Acc(val) 0.1223 |
Epoch 00135 | Loss(train) 3.5441 | Acc(train) 0.1128 | Acc(val) 0.1223 |
Epoch 00136 | Loss(train) 3.5140 | Acc(train) 0.1202 | Acc(val) 0.1202 |
Epoch 00137 | Loss(train) 3.5216 | Acc(train) 0.1167 | Acc(val) 0.1181 |
Epoch 00138 | Loss(train) 3.5219 | Acc(train) 0.1177 | Acc(val) 0.1202 |
Epoch 00139 | Loss(train) 3.4999 | Acc(train) 0.1124 | Acc(val) 0.1128 |
Epoch 00140 | Loss(train) 3.5011 | Acc(train) 0.1113 | Acc(val) 0.1106 |
Epoch 00141 | Loss(train) 3.4941 | Acc(train) 0.1128 | Acc(val) 0.1160 |
Epoch 00142 | Loss(train) 3.4924 | Acc(train) 0.1124 | Acc(val) 0.1223 |
Epoch 00143 | Loss(train) 3.4929 | Acc(train) 0.1145 | Acc(val) 0.1340 |*
Epoch 00144 | Loss(train) 3.4955 | Acc(train) 0.1213 | Acc(val) 0.1543 |*
Epoch 00145 | Loss(train) 3.4941 | Acc(train) 0.1259 | Acc(val) 0.1670 |*
Epoch 00146 | Loss(train) 3.5284 | Acc(train) 0.1238 | Acc(val) 0.1713 |*
Epoch 00147 | Loss(train) 3.5062 | Acc(train) 0.1184 | Acc(val) 0.1681 |
Epoch 00148 | Loss(train) 3.5022 | Acc(train) 0.1238 | Acc(val) 0.1532 |
Epoch 00149 | Loss(train) 3.5094 | Acc(train) 0.1145 | Acc(val) 0.1447 |
Epoch 00150 | Loss(train) 3.4984 | Acc(train) 0.1191 | Acc(val) 0.1372 |
Epoch 00151 | Loss(train) 3.5051 | Acc(train) 0.1160 | Acc(val) 0.1298 |
Epoch 00152 | Loss(train) 3.4933 | Acc(train) 0.1113 | Acc(val) 0.1298 |
Epoch 00153 | Loss(train) 3.5036 | Acc(train) 0.1035 | Acc(val) 0.1287 |
Epoch 00154 | Loss(train) 3.5440 | Acc(train) 0.1227 | Acc(val) 0.1351 |
Epoch 00155 | Loss(train) 3.5002 | Acc(train) 0.1270 | Acc(val) 0.1426 |
Epoch 00156 | Loss(train) 3.5038 | Acc(train) 0.1170 | Acc(val) 0.1447 |
Epoch 00157 | Loss(train) 3.5144 | Acc(train) 0.1177 | Acc(val) 0.1447 |
Epoch 00158 | Loss(train) 3.5041 | Acc(train) 0.1270 | Acc(val) 0.1457 |
Epoch 00159 | Loss(train) 3.4984 | Acc(train) 0.1238 | Acc(val) 0.1362 |
Epoch 00160 | Loss(train) 3.4801 | Acc(train) 0.1195 | Acc(val) 0.1298 |
Epoch 00161 | Loss(train) 3.4985 | Acc(train) 0.1121 | Acc(val) 0.1202 |
Epoch 00162 | Loss(train) 3.4690 | Acc(train) 0.1174 | Acc(val) 0.1149 |
Epoch 00163 | Loss(train) 3.5366 | Acc(train) 0.1106 | Acc(val) 0.1149 |
Epoch 00164 | Loss(train) 3.4969 | Acc(train) 0.1184 | Acc(val) 0.1181 |
Epoch 00165 | Loss(train) 3.4892 | Acc(train) 0.1170 | Acc(val) 0.1223 |
Epoch 00166 | Loss(train) 3.4747 | Acc(train) 0.1202 | Acc(val) 0.1287 |
Epoch 00167 | Loss(train) 3.5247 | Acc(train) 0.1106 | Acc(val) 0.1415 |
Epoch 00168 | Loss(train) 3.4985 | Acc(train) 0.1270 | Acc(val) 0.1521 |
Epoch 00169 | Loss(train) 3.4931 | Acc(train) 0.1152 | Acc(val) 0.1670 |
Epoch 00170 | Loss(train) 3.4864 | Acc(train) 0.1149 | Acc(val) 0.1660 |
Epoch 00171 | Loss(train) 3.4849 | Acc(train) 0.1199 | Acc(val) 0.1702 |
Epoch 00172 | Loss(train) 3.4915 | Acc(train) 0.1266 | Acc(val) 0.1787 |*
Epoch 00173 | Loss(train) 3.5217 | Acc(train) 0.1277 | Acc(val) 0.1819 |*
Epoch 00174 | Loss(train) 3.4867 | Acc(train) 0.1266 | Acc(val) 0.1851 |*
Epoch 00175 | Loss(train) 3.5003 | Acc(train) 0.1177 | Acc(val) 0.1904 |*
Epoch 00176 | Loss(train) 3.4984 | Acc(train) 0.1259 | Acc(val) 0.1904 |
Epoch 00177 | Loss(train) 3.5432 | Acc(train) 0.1270 | Acc(val) 0.1830 |
Epoch 00178 | Loss(train) 3.4905 | Acc(train) 0.1191 | Acc(val) 0.1819 |
Epoch 00179 | Loss(train) 3.5231 | Acc(train) 0.1191 | Acc(val) 0.1819 |
Epoch 00180 | Loss(train) 3.5140 | Acc(train) 0.1181 | Acc(val) 0.1872 |
Epoch 00181 | Loss(train) 3.4800 | Acc(train) 0.1280 | Acc(val) 0.1830 |
Epoch 00182 | Loss(train) 3.4952 | Acc(train) 0.1184 | Acc(val) 0.1809 |
Epoch 00183 | Loss(train) 3.4970 | Acc(train) 0.1238 | Acc(val) 0.1777 |
Epoch 00184 | Loss(train) 3.5008 | Acc(train) 0.1142 | Acc(val) 0.1670 |
Epoch 00185 | Loss(train) 3.4969 | Acc(train) 0.1184 | Acc(val) 0.1511 |
Epoch 00186 | Loss(train) 3.4788 | Acc(train) 0.1294 | Acc(val) 0.1468 |
Epoch 00187 | Loss(train) 3.6696 | Acc(train) 0.1248 | Acc(val) 0.1468 |
Epoch 00188 | Loss(train) 3.4928 | Acc(train) 0.1280 | Acc(val) 0.1447 |
Epoch 00189 | Loss(train) 3.4857 | Acc(train) 0.1277 | Acc(val) 0.1553 |
Epoch 00190 | Loss(train) 3.4829 | Acc(train) 0.1191 | Acc(val) 0.1596 |
Epoch 00191 | Loss(train) 3.4950 | Acc(train) 0.1152 | Acc(val) 0.1617 |
Epoch 00192 | Loss(train) 3.4956 | Acc(train) 0.1316 | Acc(val) 0.1649 |
Epoch 00193 | Loss(train) 3.4837 | Acc(train) 0.1245 | Acc(val) 0.1649 |
Epoch 00194 | Loss(train) 3.4763 | Acc(train) 0.1248 | Acc(val) 0.1702 |
Epoch 00195 | Loss(train) 3.5010 | Acc(train) 0.1252 | Acc(val) 0.1755 |
Epoch 00196 | Loss(train) 3.4853 | Acc(train) 0.1270 | Acc(val) 0.1819 |
Epoch 00197 | Loss(train) 3.4727 | Acc(train) 0.1309 | Acc(val) 0.1798 |
Epoch 00198 | Loss(train) 3.4611 | Acc(train) 0.1280 | Acc(val) 0.1840 |
Epoch 00199 | Loss(train) 3.4622 | Acc(train) 0.1199 | Acc(val) 0.1883 |
Epoch 00200 | Loss(train) 3.4961 | Acc(train) 0.1337 | Acc(val) 0.1830 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.2, 'cal_hidden_dim': 128}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 8710, 'out_dim': 70}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 706.66 MB
GPU Memory Reserved: 2156.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 4.2433 | Acc(train) 0.0223 | Acc(val) 0.0245 |*
Epoch 00002 | Loss(train) 4.2312 | Acc(train) 0.0220 | Acc(val) 0.0553 |*
Epoch 00003 | Loss(train) 4.2160 | Acc(train) 0.0333 | Acc(val) 0.0553 |
Epoch 00004 | Loss(train) 4.1990 | Acc(train) 0.0340 | Acc(val) 0.0649 |*
Epoch 00005 | Loss(train) 4.1798 | Acc(train) 0.0489 | Acc(val) 0.0713 |*
Epoch 00006 | Loss(train) 4.1556 | Acc(train) 0.0404 | Acc(val) 0.0809 |*
Epoch 00007 | Loss(train) 4.2165 | Acc(train) 0.0404 | Acc(val) 0.0511 |
Epoch 00008 | Loss(train) 4.1349 | Acc(train) 0.0454 | Acc(val) 0.0436 |
Epoch 00009 | Loss(train) 4.0843 | Acc(train) 0.0440 | Acc(val) 0.0426 |
Epoch 00010 | Loss(train) 4.0721 | Acc(train) 0.0493 | Acc(val) 0.0521 |
Epoch 00011 | Loss(train) 4.0668 | Acc(train) 0.0582 | Acc(val) 0.0681 |
Epoch 00012 | Loss(train) 4.0447 | Acc(train) 0.0511 | Acc(val) 0.0766 |
Epoch 00013 | Loss(train) 4.0493 | Acc(train) 0.0454 | Acc(val) 0.0787 |
Epoch 00014 | Loss(train) 4.0150 | Acc(train) 0.0535 | Acc(val) 0.0798 |
Epoch 00015 | Loss(train) 4.0044 | Acc(train) 0.0525 | Acc(val) 0.0798 |
Epoch 00016 | Loss(train) 4.0121 | Acc(train) 0.0589 | Acc(val) 0.0777 |
Epoch 00017 | Loss(train) 3.9952 | Acc(train) 0.0567 | Acc(val) 0.0745 |
Epoch 00018 | Loss(train) 3.9807 | Acc(train) 0.0596 | Acc(val) 0.0670 |
Epoch 00019 | Loss(train) 3.9779 | Acc(train) 0.0645 | Acc(val) 0.0660 |
Epoch 00020 | Loss(train) 3.9681 | Acc(train) 0.0702 | Acc(val) 0.0660 |
Epoch 00021 | Loss(train) 3.9798 | Acc(train) 0.0628 | Acc(val) 0.0702 |
Epoch 00022 | Loss(train) 3.9678 | Acc(train) 0.0617 | Acc(val) 0.0745 |
Epoch 00023 | Loss(train) 3.9722 | Acc(train) 0.0585 | Acc(val) 0.0777 |
Epoch 00024 | Loss(train) 3.9551 | Acc(train) 0.0613 | Acc(val) 0.0798 |
Epoch 00025 | Loss(train) 3.9631 | Acc(train) 0.0599 | Acc(val) 0.0798 |
Epoch 00026 | Loss(train) 3.9545 | Acc(train) 0.0667 | Acc(val) 0.0798 |
Epoch 00027 | Loss(train) 3.9298 | Acc(train) 0.0670 | Acc(val) 0.0798 |
Epoch 00028 | Loss(train) 3.9524 | Acc(train) 0.0699 | Acc(val) 0.0798 |
Epoch 00029 | Loss(train) 3.9227 | Acc(train) 0.0699 | Acc(val) 0.0798 |
Epoch 00030 | Loss(train) 3.9170 | Acc(train) 0.0745 | Acc(val) 0.0798 |
Epoch 00031 | Loss(train) 3.9076 | Acc(train) 0.0755 | Acc(val) 0.0798 |
Epoch 00032 | Loss(train) 3.9087 | Acc(train) 0.0691 | Acc(val) 0.0798 |
Epoch 00033 | Loss(train) 3.8970 | Acc(train) 0.0727 | Acc(val) 0.0798 |
Epoch 00034 | Loss(train) 3.8959 | Acc(train) 0.0762 | Acc(val) 0.0798 |
Epoch 00035 | Loss(train) 3.8815 | Acc(train) 0.0784 | Acc(val) 0.0798 |
Epoch 00036 | Loss(train) 3.8908 | Acc(train) 0.0759 | Acc(val) 0.0798 |
Epoch 00037 | Loss(train) 3.8558 | Acc(train) 0.0752 | Acc(val) 0.0798 |
Epoch 00038 | Loss(train) 3.8517 | Acc(train) 0.0777 | Acc(val) 0.0798 |
Epoch 00039 | Loss(train) 3.8453 | Acc(train) 0.0833 | Acc(val) 0.0798 |
Epoch 00040 | Loss(train) 3.8372 | Acc(train) 0.0904 | Acc(val) 0.0798 |
Epoch 00041 | Loss(train) 3.8190 | Acc(train) 0.0805 | Acc(val) 0.0798 |
Epoch 00042 | Loss(train) 3.8060 | Acc(train) 0.0858 | Acc(val) 0.0798 |
Epoch 00043 | Loss(train) 3.7930 | Acc(train) 0.0848 | Acc(val) 0.0798 |
Epoch 00044 | Loss(train) 3.8020 | Acc(train) 0.0844 | Acc(val) 0.0798 |
Epoch 00045 | Loss(train) 3.7576 | Acc(train) 0.0876 | Acc(val) 0.0798 |
Epoch 00046 | Loss(train) 3.7389 | Acc(train) 0.0908 | Acc(val) 0.0798 |
Epoch 00047 | Loss(train) 3.7420 | Acc(train) 0.0915 | Acc(val) 0.0798 |
Epoch 00048 | Loss(train) 3.7369 | Acc(train) 0.0879 | Acc(val) 0.0798 |
Epoch 00049 | Loss(train) 3.7209 | Acc(train) 0.1011 | Acc(val) 0.0798 |
Epoch 00050 | Loss(train) 3.7227 | Acc(train) 0.0933 | Acc(val) 0.0798 |
Epoch 00051 | Loss(train) 3.7216 | Acc(train) 0.0897 | Acc(val) 0.0798 |
Epoch 00052 | Loss(train) 3.8343 | Acc(train) 0.0858 | Acc(val) 0.0809 |
Epoch 00053 | Loss(train) 3.6950 | Acc(train) 0.0954 | Acc(val) 0.0819 |*
Epoch 00054 | Loss(train) 3.6687 | Acc(train) 0.0915 | Acc(val) 0.0819 |
Epoch 00055 | Loss(train) 3.6727 | Acc(train) 0.0975 | Acc(val) 0.0819 |
Epoch 00056 | Loss(train) 3.6863 | Acc(train) 0.0883 | Acc(val) 0.0809 |
Epoch 00057 | Loss(train) 3.6958 | Acc(train) 0.0947 | Acc(val) 0.0809 |
Epoch 00058 | Loss(train) 3.6659 | Acc(train) 0.0954 | Acc(val) 0.0809 |
Epoch 00059 | Loss(train) 3.6389 | Acc(train) 0.0929 | Acc(val) 0.0819 |
Epoch 00060 | Loss(train) 3.6504 | Acc(train) 0.0989 | Acc(val) 0.0830 |*
Epoch 00061 | Loss(train) 3.6286 | Acc(train) 0.1043 | Acc(val) 0.0819 |
Epoch 00062 | Loss(train) 3.6518 | Acc(train) 0.0965 | Acc(val) 0.0809 |
