/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset computers train_idx: 2007, val_idx: 669, test_idx: 10705
Debug: Dataset computers train_idx: 10, val_idx: 10, test_idx: 10
Dataset: computers | #Nodes: 13381 | #Edges: 491556 | #Classes: 10 |#Features: 767
Epoch 00065 | Loss(train) 1.1792 | Acc(train) 0.5974 | Acc(val) 0.6936 |
Epoch 00066 | Loss(train) 1.1708 | Acc(train) 0.5954 | Acc(val) 0.6891 |
Epoch 00067 | Loss(train) 1.1655 | Acc(train) 0.5914 | Acc(val) 0.6637 |
Epoch 00068 | Loss(train) 1.1769 | Acc(train) 0.6059 | Acc(val) 0.6502 |
Epoch 00069 | Loss(train) 1.1934 | Acc(train) 0.5924 | Acc(val) 0.6726 |
Epoch 00070 | Loss(train) 1.1680 | Acc(train) 0.5939 | Acc(val) 0.6876 |
Epoch 00071 | Loss(train) 1.1612 | Acc(train) 0.6039 | Acc(val) 0.7115 |*
Epoch 00072 | Loss(train) 1.1507 | Acc(train) 0.6143 | Acc(val) 0.7100 |
Epoch 00073 | Loss(train) 1.1491 | Acc(train) 0.6099 | Acc(val) 0.6816 |
Epoch 00074 | Loss(train) 1.1322 | Acc(train) 0.6129 | Acc(val) 0.6996 |
Epoch 00075 | Loss(train) 1.1410 | Acc(train) 0.6089 | Acc(val) 0.6831 |
Epoch 00076 | Loss(train) 1.2160 | Acc(train) 0.5879 | Acc(val) 0.6831 |
Epoch 00077 | Loss(train) 1.1086 | Acc(train) 0.6134 | Acc(val) 0.6741 |
Epoch 00078 | Loss(train) 1.1358 | Acc(train) 0.6079 | Acc(val) 0.6981 |
Epoch 00079 | Loss(train) 1.1165 | Acc(train) 0.6084 | Acc(val) 0.7025 |
Epoch 00080 | Loss(train) 1.1249 | Acc(train) 0.6168 | Acc(val) 0.7175 |*
Epoch 00081 | Loss(train) 1.0830 | Acc(train) 0.6353 | Acc(val) 0.7115 |
Epoch 00082 | Loss(train) 1.1180 | Acc(train) 0.6218 | Acc(val) 0.7220 |*
Epoch 00083 | Loss(train) 1.1243 | Acc(train) 0.6158 | Acc(val) 0.7175 |
Epoch 00084 | Loss(train) 1.0916 | Acc(train) 0.6308 | Acc(val) 0.7100 |
Epoch 00085 | Loss(train) 1.1031 | Acc(train) 0.6288 | Acc(val) 0.7145 |
Epoch 00086 | Loss(train) 1.0924 | Acc(train) 0.6188 | Acc(val) 0.7175 |
Epoch 00087 | Loss(train) 1.1071 | Acc(train) 0.6288 | Acc(val) 0.7190 |
Epoch 00088 | Loss(train) 1.1126 | Acc(train) 0.6208 | Acc(val) 0.7235 |*
Epoch 00089 | Loss(train) 1.0719 | Acc(train) 0.6432 | Acc(val) 0.7265 |*
Epoch 00090 | Loss(train) 1.1298 | Acc(train) 0.6203 | Acc(val) 0.7130 |
Epoch 00091 | Loss(train) 1.1385 | Acc(train) 0.5999 | Acc(val) 0.7235 |
Epoch 00092 | Loss(train) 1.0588 | Acc(train) 0.6378 | Acc(val) 0.7100 |
Epoch 00093 | Loss(train) 1.0914 | Acc(train) 0.6343 | Acc(val) 0.7265 |
Epoch 00094 | Loss(train) 1.1105 | Acc(train) 0.6258 | Acc(val) 0.7250 |
Epoch 00095 | Loss(train) 1.0650 | Acc(train) 0.6373 | Acc(val) 0.7294 |*
Epoch 00096 | Loss(train) 1.1002 | Acc(train) 0.6213 | Acc(val) 0.7324 |*
Epoch 00097 | Loss(train) 1.0767 | Acc(train) 0.6288 | Acc(val) 0.7265 |
Epoch 00098 | Loss(train) 1.0908 | Acc(train) 0.6313 | Acc(val) 0.7220 |
Epoch 00099 | Loss(train) 1.0698 | Acc(train) 0.6428 | Acc(val) 0.7220 |
Epoch 00100 | Loss(train) 1.0509 | Acc(train) 0.6482 | Acc(val) 0.7235 |
Epoch 00101 | Loss(train) 1.0546 | Acc(train) 0.6368 | Acc(val) 0.7324 |
Epoch 00102 | Loss(train) 1.0355 | Acc(train) 0.6383 | Acc(val) 0.7324 |
Epoch 00103 | Loss(train) 1.0546 | Acc(train) 0.6348 | Acc(val) 0.7280 |
Epoch 00104 | Loss(train) 1.0367 | Acc(train) 0.6497 | Acc(val) 0.7309 |
Epoch 00105 | Loss(train) 1.0373 | Acc(train) 0.6517 | Acc(val) 0.7265 |
Epoch 00106 | Loss(train) 1.0509 | Acc(train) 0.6278 | Acc(val) 0.7280 |
Epoch 00107 | Loss(train) 1.0240 | Acc(train) 0.6442 | Acc(val) 0.7324 |
Epoch 00108 | Loss(train) 1.0474 | Acc(train) 0.6497 | Acc(val) 0.7369 |*
Epoch 00109 | Loss(train) 1.0305 | Acc(train) 0.6527 | Acc(val) 0.7354 |
Epoch 00110 | Loss(train) 1.0505 | Acc(train) 0.6507 | Acc(val) 0.7190 |
Epoch 00111 | Loss(train) 1.0588 | Acc(train) 0.6338 | Acc(val) 0.7250 |
Epoch 00112 | Loss(train) 1.0310 | Acc(train) 0.6562 | Acc(val) 0.7309 |
Epoch 00113 | Loss(train) 1.0484 | Acc(train) 0.6462 | Acc(val) 0.7339 |
Epoch 00114 | Loss(train) 1.0309 | Acc(train) 0.6627 | Acc(val) 0.7339 |
Epoch 00115 | Loss(train) 1.0278 | Acc(train) 0.6607 | Acc(val) 0.7369 |
Epoch 00116 | Loss(train) 1.0448 | Acc(train) 0.6472 | Acc(val) 0.7429 |*
Epoch 00117 | Loss(train) 1.0203 | Acc(train) 0.6547 | Acc(val) 0.7414 |
Epoch 00118 | Loss(train) 1.0347 | Acc(train) 0.6587 | Acc(val) 0.7384 |
Epoch 00119 | Loss(train) 1.0126 | Acc(train) 0.6522 | Acc(val) 0.7339 |
Epoch 00120 | Loss(train) 0.9933 | Acc(train) 0.6632 | Acc(val) 0.7250 |
Epoch 00121 | Loss(train) 1.0236 | Acc(train) 0.6642 | Acc(val) 0.7354 |
Epoch 00122 | Loss(train) 1.0138 | Acc(train) 0.6662 | Acc(val) 0.7414 |
Epoch 00123 | Loss(train) 1.0162 | Acc(train) 0.6602 | Acc(val) 0.7429 |
Epoch 00124 | Loss(train) 1.0100 | Acc(train) 0.6677 | Acc(val) 0.7369 |
Epoch 00125 | Loss(train) 0.9866 | Acc(train) 0.6582 | Acc(val) 0.7339 |
Epoch 00126 | Loss(train) 0.9987 | Acc(train) 0.6507 | Acc(val) 0.7354 |
Epoch 00127 | Loss(train) 0.9874 | Acc(train) 0.6642 | Acc(val) 0.7399 |
Epoch 00128 | Loss(train) 0.9977 | Acc(train) 0.6587 | Acc(val) 0.7399 |
Epoch 00129 | Loss(train) 0.9745 | Acc(train) 0.6682 | Acc(val) 0.7414 |
Epoch 00130 | Loss(train) 1.0083 | Acc(train) 0.6562 | Acc(val) 0.7414 |
Epoch 00131 | Loss(train) 0.9891 | Acc(train) 0.6687 | Acc(val) 0.7429 |
Epoch 00132 | Loss(train) 0.9771 | Acc(train) 0.6726 | Acc(val) 0.7369 |
Epoch 00133 | Loss(train) 0.9866 | Acc(train) 0.6736 | Acc(val) 0.7369 |
Epoch 00134 | Loss(train) 0.9920 | Acc(train) 0.6537 | Acc(val) 0.7429 |
Epoch 00135 | Loss(train) 1.0046 | Acc(train) 0.6756 | Acc(val) 0.7369 |
Epoch 00136 | Loss(train) 1.0104 | Acc(train) 0.6642 | Acc(val) 0.7474 |*
Epoch 00137 | Loss(train) 0.9905 | Acc(train) 0.6721 | Acc(val) 0.7354 |
Epoch 00138 | Loss(train) 1.0003 | Acc(train) 0.6682 | Acc(val) 0.7474 |
Epoch 00139 | Loss(train) 0.9780 | Acc(train) 0.6741 | Acc(val) 0.7459 |
Epoch 00140 | Loss(train) 0.9910 | Acc(train) 0.6672 | Acc(val) 0.7474 |
Epoch 00141 | Loss(train) 0.9832 | Acc(train) 0.6682 | Acc(val) 0.7459 |
Epoch 00142 | Loss(train) 0.9852 | Acc(train) 0.6736 | Acc(val) 0.7399 |
Epoch 00143 | Loss(train) 0.9894 | Acc(train) 0.6627 | Acc(val) 0.7474 |
Epoch 00144 | Loss(train) 0.9686 | Acc(train) 0.6726 | Acc(val) 0.7504 |*
Epoch 00145 | Loss(train) 0.9802 | Acc(train) 0.6726 | Acc(val) 0.7399 |
Epoch 00146 | Loss(train) 0.9769 | Acc(train) 0.6677 | Acc(val) 0.7354 |
Epoch 00147 | Loss(train) 0.9724 | Acc(train) 0.6692 | Acc(val) 0.7399 |
Epoch 00148 | Loss(train) 0.9678 | Acc(train) 0.6721 | Acc(val) 0.7489 |
Epoch 00149 | Loss(train) 0.9761 | Acc(train) 0.6672 | Acc(val) 0.7519 |*
Epoch 00150 | Loss(train) 0.9738 | Acc(train) 0.6707 | Acc(val) 0.7608 |*
Epoch 00151 | Loss(train) 0.9584 | Acc(train) 0.6721 | Acc(val) 0.7459 |
Epoch 00152 | Loss(train) 0.9590 | Acc(train) 0.6921 | Acc(val) 0.7369 |
Epoch 00153 | Loss(train) 0.9871 | Acc(train) 0.6552 | Acc(val) 0.7339 |
Epoch 00154 | Loss(train) 1.0028 | Acc(train) 0.6647 | Acc(val) 0.7474 |
Epoch 00155 | Loss(train) 0.9629 | Acc(train) 0.6731 | Acc(val) 0.7549 |
Epoch 00156 | Loss(train) 0.9758 | Acc(train) 0.6687 | Acc(val) 0.7593 |
Epoch 00157 | Loss(train) 0.9596 | Acc(train) 0.6836 | Acc(val) 0.7444 |
Epoch 00158 | Loss(train) 0.9603 | Acc(train) 0.6801 | Acc(val) 0.7399 |
Epoch 00159 | Loss(train) 0.9448 | Acc(train) 0.6751 | Acc(val) 0.7444 |
Epoch 00160 | Loss(train) 0.9526 | Acc(train) 0.6786 | Acc(val) 0.7519 |
Epoch 00161 | Loss(train) 0.9626 | Acc(train) 0.6677 | Acc(val) 0.7519 |
Epoch 00162 | Loss(train) 0.9534 | Acc(train) 0.6861 | Acc(val) 0.7429 |
Epoch 00163 | Loss(train) 0.9495 | Acc(train) 0.6746 | Acc(val) 0.7369 |
Epoch 00164 | Loss(train) 0.9961 | Acc(train) 0.6692 | Acc(val) 0.7444 |
Epoch 00165 | Loss(train) 0.9523 | Acc(train) 0.6746 | Acc(val) 0.7384 |
Epoch 00166 | Loss(train) 0.9665 | Acc(train) 0.6731 | Acc(val) 0.7504 |
Epoch 00167 | Loss(train) 0.9721 | Acc(train) 0.6682 | Acc(val) 0.7459 |
Epoch 00168 | Loss(train) 0.9531 | Acc(train) 0.6846 | Acc(val) 0.7474 |
Epoch 00169 | Loss(train) 0.9503 | Acc(train) 0.6866 | Acc(val) 0.7459 |
Epoch 00170 | Loss(train) 0.9358 | Acc(train) 0.6781 | Acc(val) 0.7564 |
Epoch 00171 | Loss(train) 0.9330 | Acc(train) 0.6871 | Acc(val) 0.7623 |*
Epoch 00172 | Loss(train) 0.9875 | Acc(train) 0.6726 | Acc(val) 0.7564 |
Epoch 00173 | Loss(train) 0.9588 | Acc(train) 0.6861 | Acc(val) 0.7444 |
Epoch 00174 | Loss(train) 0.9746 | Acc(train) 0.6702 | Acc(val) 0.7414 |
Epoch 00175 | Loss(train) 0.9730 | Acc(train) 0.6776 | Acc(val) 0.7638 |*
Epoch 00176 | Loss(train) 0.9724 | Acc(train) 0.6826 | Acc(val) 0.7698 |*
Epoch 00177 | Loss(train) 0.9338 | Acc(train) 0.6886 | Acc(val) 0.7698 |
Epoch 00178 | Loss(train) 0.9502 | Acc(train) 0.6811 | Acc(val) 0.7459 |
Epoch 00179 | Loss(train) 0.9357 | Acc(train) 0.6896 | Acc(val) 0.7369 |
Epoch 00180 | Loss(train) 0.9598 | Acc(train) 0.6831 | Acc(val) 0.7429 |
Epoch 00181 | Loss(train) 0.9966 | Acc(train) 0.6731 | Acc(val) 0.7534 |
Epoch 00182 | Loss(train) 0.9372 | Acc(train) 0.6846 | Acc(val) 0.7638 |
Epoch 00183 | Loss(train) 0.9941 | Acc(train) 0.6642 | Acc(val) 0.7444 |
Epoch 00184 | Loss(train) 0.9903 | Acc(train) 0.6627 | Acc(val) 0.7504 |
Epoch 00185 | Loss(train) 0.9581 | Acc(train) 0.6726 | Acc(val) 0.7474 |
Epoch 00186 | Loss(train) 0.9930 | Acc(train) 0.6826 | Acc(val) 0.7444 |
Epoch 00187 | Loss(train) 0.9679 | Acc(train) 0.6806 | Acc(val) 0.7564 |
Epoch 00188 | Loss(train) 0.9952 | Acc(train) 0.6682 | Acc(val) 0.7534 |
Epoch 00189 | Loss(train) 0.9358 | Acc(train) 0.6856 | Acc(val) 0.7459 |
Epoch 00190 | Loss(train) 0.9723 | Acc(train) 0.6806 | Acc(val) 0.7444 |
Epoch 00191 | Loss(train) 0.9436 | Acc(train) 0.6841 | Acc(val) 0.7489 |
Epoch 00192 | Loss(train) 0.9494 | Acc(train) 0.6861 | Acc(val) 0.7578 |
Epoch 00193 | Loss(train) 0.9611 | Acc(train) 0.6821 | Acc(val) 0.7504 |
Epoch 00194 | Loss(train) 0.9540 | Acc(train) 0.6771 | Acc(val) 0.7549 |
Epoch 00195 | Loss(train) 0.9441 | Acc(train) 0.6741 | Acc(val) 0.7564 |
Epoch 00196 | Loss(train) 1.0466 | Acc(train) 0.6682 | Acc(val) 0.7369 |
Epoch 00197 | Loss(train) 0.9826 | Acc(train) 0.6692 | Acc(val) 0.7459 |
Epoch 00198 | Loss(train) 0.9768 | Acc(train) 0.6906 | Acc(val) 0.7653 |
Epoch 00199 | Loss(train) 0.9331 | Acc(train) 0.6841 | Acc(val) 0.7578 |
Epoch 00200 | Loss(train) 0.9148 | Acc(train) 0.6941 | Acc(val) 0.7564 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
正在计算理论系数 c_k (通过数值积分)...
理论系数 c_k 计算完成。
************************************
GPU memory allowcation
GPU Memory Allocated: 128.87 MB
GPU Memory Reserved: 326.00 MB
Exp 2/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3203 | Acc(train) 0.1151 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 2.6844 | Acc(train) 0.2765 | Acc(val) 0.3558 |
Epoch 00003 | Loss(train) 2.0816 | Acc(train) 0.3214 | Acc(val) 0.2930 |
Epoch 00004 | Loss(train) 2.1417 | Acc(train) 0.3154 | Acc(val) 0.4439 |*
Epoch 00005 | Loss(train) 2.1346 | Acc(train) 0.2835 | Acc(val) 0.3737 |
Epoch 00006 | Loss(train) 2.0883 | Acc(train) 0.3004 | Acc(val) 0.3782 |
Epoch 00007 | Loss(train) 2.0140 | Acc(train) 0.3274 | Acc(val) 0.3767 |
Epoch 00008 | Loss(train) 1.9993 | Acc(train) 0.3383 | Acc(val) 0.3737 |
Epoch 00009 | Loss(train) 1.9577 | Acc(train) 0.3563 | Acc(val) 0.3587 |
Epoch 00010 | Loss(train) 1.9212 | Acc(train) 0.3682 | Acc(val) 0.3558 |
Epoch 00011 | Loss(train) 1.8894 | Acc(train) 0.3847 | Acc(val) 0.3558 |
Epoch 00012 | Loss(train) 1.8696 | Acc(train) 0.3921 | Acc(val) 0.3558 |
Epoch 00013 | Loss(train) 1.8405 | Acc(train) 0.3966 | Acc(val) 0.3647 |
Epoch 00014 | Loss(train) 1.8216 | Acc(train) 0.3906 | Acc(val) 0.4170 |
Epoch 00015 | Loss(train) 1.7878 | Acc(train) 0.3946 | Acc(val) 0.4200 |
Epoch 00016 | Loss(train) 1.7908 | Acc(train) 0.3976 | Acc(val) 0.4155 |
Epoch 00017 | Loss(train) 1.7631 | Acc(train) 0.4056 | Acc(val) 0.4096 |
Epoch 00018 | Loss(train) 1.7219 | Acc(train) 0.4091 | Acc(val) 0.4230 |
Epoch 00019 | Loss(train) 1.7051 | Acc(train) 0.4061 | Acc(val) 0.4380 |
Epoch 00020 | Loss(train) 1.6819 | Acc(train) 0.4180 | Acc(val) 0.4813 |*
Epoch 00021 | Loss(train) 1.6736 | Acc(train) 0.4290 | Acc(val) 0.4858 |*
Epoch 00022 | Loss(train) 1.6635 | Acc(train) 0.4295 | Acc(val) 0.4768 |
Epoch 00023 | Loss(train) 1.6290 | Acc(train) 0.4380 | Acc(val) 0.4574 |
Epoch 00024 | Loss(train) 1.6152 | Acc(train) 0.4325 | Acc(val) 0.4664 |
Epoch 00025 | Loss(train) 1.5890 | Acc(train) 0.4370 | Acc(val) 0.4918 |*
Epoch 00026 | Loss(train) 1.5867 | Acc(train) 0.4350 | Acc(val) 0.5172 |*
Epoch 00027 | Loss(train) 1.5612 | Acc(train) 0.4400 | Acc(val) 0.5217 |*
Epoch 00028 | Loss(train) 1.5426 | Acc(train) 0.4534 | Acc(val) 0.5232 |*
Epoch 00029 | Loss(train) 1.5359 | Acc(train) 0.4619 | Acc(val) 0.5486 |*
Epoch 00030 | Loss(train) 1.5165 | Acc(train) 0.4664 | Acc(val) 0.5546 |*
Epoch 00031 | Loss(train) 1.5195 | Acc(train) 0.4639 | Acc(val) 0.5874 |*
Epoch 00032 | Loss(train) 1.4839 | Acc(train) 0.4753 | Acc(val) 0.6203 |*
Epoch 00033 | Loss(train) 1.4829 | Acc(train) 0.4903 | Acc(val) 0.6143 |
Epoch 00034 | Loss(train) 1.4672 | Acc(train) 0.4833 | Acc(val) 0.6263 |*
Epoch 00035 | Loss(train) 1.4562 | Acc(train) 0.4923 | Acc(val) 0.6502 |*
Epoch 00036 | Loss(train) 1.4315 | Acc(train) 0.4908 | Acc(val) 0.6726 |*
Epoch 00037 | Loss(train) 1.4343 | Acc(train) 0.5142 | Acc(val) 0.6741 |*
Epoch 00038 | Loss(train) 1.4257 | Acc(train) 0.5067 | Acc(val) 0.6637 |
Epoch 00039 | Loss(train) 1.4222 | Acc(train) 0.5052 | Acc(val) 0.6532 |
Epoch 00040 | Loss(train) 1.3976 | Acc(train) 0.5162 | Acc(val) 0.6547 |
Epoch 00041 | Loss(train) 1.3814 | Acc(train) 0.5272 | Acc(val) 0.6637 |
Epoch 00042 | Loss(train) 1.3722 | Acc(train) 0.5416 | Acc(val) 0.6741 |
Epoch 00043 | Loss(train) 1.3349 | Acc(train) 0.5501 | Acc(val) 0.6741 |
Epoch 00044 | Loss(train) 1.3362 | Acc(train) 0.5516 | Acc(val) 0.6756 |*
Epoch 00045 | Loss(train) 1.3382 | Acc(train) 0.5411 | Acc(val) 0.6697 |
Epoch 00046 | Loss(train) 1.3156 | Acc(train) 0.5610 | Acc(val) 0.6697 |
Epoch 00047 | Loss(train) 1.3170 | Acc(train) 0.5590 | Acc(val) 0.6756 |
Epoch 00048 | Loss(train) 1.3025 | Acc(train) 0.5645 | Acc(val) 0.6801 |*
Epoch 00049 | Loss(train) 1.2914 | Acc(train) 0.5670 | Acc(val) 0.6786 |
Epoch 00050 | Loss(train) 1.2531 | Acc(train) 0.5974 | Acc(val) 0.6786 |
Epoch 00051 | Loss(train) 1.2991 | Acc(train) 0.5874 | Acc(val) 0.6756 |
Epoch 00052 | Loss(train) 1.2543 | Acc(train) 0.5795 | Acc(val) 0.6831 |*
Epoch 00053 | Loss(train) 1.2426 | Acc(train) 0.5939 | Acc(val) 0.6771 |
Epoch 00054 | Loss(train) 1.2641 | Acc(train) 0.5850 | Acc(val) 0.6756 |
Epoch 00055 | Loss(train) 1.2309 | Acc(train) 0.5994 | Acc(val) 0.6861 |*
Epoch 00056 | Loss(train) 1.1954 | Acc(train) 0.6059 | Acc(val) 0.6846 |
Epoch 00057 | Loss(train) 1.2013 | Acc(train) 0.5969 | Acc(val) 0.6771 |
Epoch 00058 | Loss(train) 1.1910 | Acc(train) 0.6119 | Acc(val) 0.6771 |
Epoch 00059 | Loss(train) 1.1818 | Acc(train) 0.6049 | Acc(val) 0.6876 |*
Epoch 00060 | Loss(train) 1.1583 | Acc(train) 0.6158 | Acc(val) 0.6921 |*
Epoch 00061 | Loss(train) 1.1824 | Acc(train) 0.6034 | Acc(val) 0.6846 |
Epoch 00062 | Loss(train) 1.1706 | Acc(train) 0.6119 | Acc(val) 0.6771 |
Epoch 00063 | Loss(train) 1.1754 | Acc(train) 0.5979 | Acc(val) 0.6801 |
Epoch 00064 | Loss(train) 1.1631 | Acc(train) 0.6104 | Acc(val) 0.6936 |*
Epoch 00065 | Loss(train) 1.1510 | Acc(train) 0.6134 | Acc(val) 0.6951 |*
Epoch 00066 | Loss(train) 1.1397 | Acc(train) 0.6173 | Acc(val) 0.6786 |
Epoch 00067 | Loss(train) 1.1620 | Acc(train) 0.6119 | Acc(val) 0.6697 |
Epoch 00068 | Loss(train) 1.1687 | Acc(train) 0.6064 | Acc(val) 0.6786 |
Epoch 00069 | Loss(train) 1.1215 | Acc(train) 0.6258 | Acc(val) 0.6831 |
Epoch 00070 | Loss(train) 1.1283 | Acc(train) 0.6188 | Acc(val) 0.6816 |
Epoch 00071 | Loss(train) 1.1043 | Acc(train) 0.6253 | Acc(val) 0.6906 |
Epoch 00072 | Loss(train) 1.1420 | Acc(train) 0.6188 | Acc(val) 0.6861 |
Epoch 00073 | Loss(train) 1.1190 | Acc(train) 0.6148 | Acc(val) 0.6786 |
Epoch 00074 | Loss(train) 1.1215 | Acc(train) 0.6268 | Acc(val) 0.6891 |
Epoch 00075 | Loss(train) 1.1039 | Acc(train) 0.6308 | Acc(val) 0.6801 |
Epoch 00076 | Loss(train) 1.0939 | Acc(train) 0.6293 | Acc(val) 0.6876 |
Epoch 00077 | Loss(train) 1.0958 | Acc(train) 0.6253 | Acc(val) 0.6936 |
Epoch 00078 | Loss(train) 1.0905 | Acc(train) 0.6273 | Acc(val) 0.6876 |
Epoch 00079 | Loss(train) 1.1215 | Acc(train) 0.6323 | Acc(val) 0.6846 |
Epoch 00080 | Loss(train) 1.0580 | Acc(train) 0.6398 | Acc(val) 0.6786 |
Epoch 00081 | Loss(train) 1.0876 | Acc(train) 0.6368 | Acc(val) 0.6816 |
Epoch 00082 | Loss(train) 1.0829 | Acc(train) 0.6368 | Acc(val) 0.6831 |
Epoch 00083 | Loss(train) 1.0719 | Acc(train) 0.6363 | Acc(val) 0.6876 |
Epoch 00084 | Loss(train) 1.0560 | Acc(train) 0.6303 | Acc(val) 0.6861 |
Epoch 00085 | Loss(train) 1.0638 | Acc(train) 0.6432 | Acc(val) 0.6876 |
Epoch 00086 | Loss(train) 1.0391 | Acc(train) 0.6452 | Acc(val) 0.6891 |
Epoch 00087 | Loss(train) 1.0632 | Acc(train) 0.6328 | Acc(val) 0.6936 |
Epoch 00088 | Loss(train) 1.0511 | Acc(train) 0.6388 | Acc(val) 0.6891 |
Epoch 00089 | Loss(train) 1.0765 | Acc(train) 0.6432 | Acc(val) 0.6906 |
Epoch 00090 | Loss(train) 1.0699 | Acc(train) 0.6482 | Acc(val) 0.6906 |
Epoch 00091 | Loss(train) 1.0502 | Acc(train) 0.6537 | Acc(val) 0.6876 |
Epoch 00092 | Loss(train) 1.0414 | Acc(train) 0.6627 | Acc(val) 0.6996 |*
Epoch 00093 | Loss(train) 1.0668 | Acc(train) 0.6313 | Acc(val) 0.6951 |
Epoch 00094 | Loss(train) 1.0183 | Acc(train) 0.6567 | Acc(val) 0.6966 |
Epoch 00095 | Loss(train) 1.0275 | Acc(train) 0.6542 | Acc(val) 0.7055 |*
Epoch 00096 | Loss(train) 1.0218 | Acc(train) 0.6487 | Acc(val) 0.7145 |*
Epoch 00097 | Loss(train) 1.0652 | Acc(train) 0.6413 | Acc(val) 0.7175 |*
Epoch 00098 | Loss(train) 1.0119 | Acc(train) 0.6572 | Acc(val) 0.7339 |*
Epoch 00099 | Loss(train) 1.0275 | Acc(train) 0.6502 | Acc(val) 0.7309 |
Epoch 00100 | Loss(train) 1.0226 | Acc(train) 0.6497 | Acc(val) 0.7145 |
Epoch 00101 | Loss(train) 1.0133 | Acc(train) 0.6751 | Acc(val) 0.7160 |
Epoch 00102 | Loss(train) 1.0643 | Acc(train) 0.6517 | Acc(val) 0.7085 |
Epoch 00103 | Loss(train) 0.9954 | Acc(train) 0.6712 | Acc(val) 0.7130 |
Epoch 00104 | Loss(train) 1.0300 | Acc(train) 0.6577 | Acc(val) 0.7205 |
Epoch 00105 | Loss(train) 1.0188 | Acc(train) 0.6632 | Acc(val) 0.7265 |
Epoch 00106 | Loss(train) 0.9839 | Acc(train) 0.6552 | Acc(val) 0.7235 |
Epoch 00107 | Loss(train) 1.0237 | Acc(train) 0.6567 | Acc(val) 0.7145 |
Epoch 00108 | Loss(train) 1.0026 | Acc(train) 0.6532 | Acc(val) 0.7205 |
Epoch 00109 | Loss(train) 1.0398 | Acc(train) 0.6537 | Acc(val) 0.7324 |
Epoch 00110 | Loss(train) 1.0043 | Acc(train) 0.6627 | Acc(val) 0.7549 |*
Epoch 00111 | Loss(train) 0.9937 | Acc(train) 0.6677 | Acc(val) 0.7444 |
Epoch 00112 | Loss(train) 1.0051 | Acc(train) 0.6477 | Acc(val) 0.7294 |
Epoch 00113 | Loss(train) 0.9918 | Acc(train) 0.6642 | Acc(val) 0.7294 |
Epoch 00114 | Loss(train) 0.9859 | Acc(train) 0.6712 | Acc(val) 0.7324 |
Epoch 00115 | Loss(train) 1.0026 | Acc(train) 0.6597 | Acc(val) 0.7489 |
Epoch 00116 | Loss(train) 0.9917 | Acc(train) 0.6637 | Acc(val) 0.7474 |
Epoch 00117 | Loss(train) 0.9823 | Acc(train) 0.6647 | Acc(val) 0.7280 |
Epoch 00118 | Loss(train) 1.0422 | Acc(train) 0.6358 | Acc(val) 0.7265 |
Epoch 00119 | Loss(train) 0.9862 | Acc(train) 0.6687 | Acc(val) 0.7130 |
Epoch 00120 | Loss(train) 1.0045 | Acc(train) 0.6657 | Acc(val) 0.7205 |
Epoch 00121 | Loss(train) 1.0166 | Acc(train) 0.6677 | Acc(val) 0.7205 |
Epoch 00122 | Loss(train) 0.9674 | Acc(train) 0.6771 | Acc(val) 0.7265 |
Epoch 00123 | Loss(train) 0.9732 | Acc(train) 0.6756 | Acc(val) 0.7354 |
Epoch 00124 | Loss(train) 0.9748 | Acc(train) 0.6836 | Acc(val) 0.7309 |
Epoch 00125 | Loss(train) 0.9437 | Acc(train) 0.6746 | Acc(val) 0.7354 |
Epoch 00126 | Loss(train) 0.9706 | Acc(train) 0.6707 | Acc(val) 0.7444 |
Epoch 00127 | Loss(train) 0.9547 | Acc(train) 0.6721 | Acc(val) 0.7429 |
Epoch 00128 | Loss(train) 0.9650 | Acc(train) 0.6697 | Acc(val) 0.7414 |
Epoch 00129 | Loss(train) 0.9665 | Acc(train) 0.6826 | Acc(val) 0.7414 |
Epoch 00130 | Loss(train) 0.9685 | Acc(train) 0.6697 | Acc(val) 0.7504 |
Epoch 00131 | Loss(train) 0.9562 | Acc(train) 0.6821 | Acc(val) 0.7534 |
Epoch 00132 | Loss(train) 0.9707 | Acc(train) 0.6692 | Acc(val) 0.7489 |
Epoch 00133 | Loss(train) 0.9531 | Acc(train) 0.6592 | Acc(val) 0.7534 |
Epoch 00134 | Loss(train) 0.9926 | Acc(train) 0.6607 | Acc(val) 0.7623 |*
Epoch 00135 | Loss(train) 0.9706 | Acc(train) 0.6731 | Acc(val) 0.7653 |*
Epoch 00136 | Loss(train) 0.9565 | Acc(train) 0.6796 | Acc(val) 0.7758 |*
