/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset computers train_idx: 2007, val_idx: 669, test_idx: 10705
Debug: Dataset computers train_idx: 10, val_idx: 10, test_idx: 10
Dataset: computers | #Nodes: 13381 | #Edges: 491556 | #Classes: 10 |#Features: 767
Epoch 00142 | Loss(train) 0.9843 | Acc(train) 0.6741 | Acc(val) 0.7608 |
Epoch 00143 | Loss(train) 0.9862 | Acc(train) 0.6712 | Acc(val) 0.7324 |
Epoch 00144 | Loss(train) 0.9846 | Acc(train) 0.6652 | Acc(val) 0.7429 |
Epoch 00145 | Loss(train) 0.9591 | Acc(train) 0.6736 | Acc(val) 0.7578 |
Epoch 00146 | Loss(train) 0.9597 | Acc(train) 0.6726 | Acc(val) 0.7698 |
Epoch 00147 | Loss(train) 0.9650 | Acc(train) 0.6841 | Acc(val) 0.7668 |
Epoch 00148 | Loss(train) 0.9538 | Acc(train) 0.6841 | Acc(val) 0.7638 |
Epoch 00149 | Loss(train) 1.0129 | Acc(train) 0.6682 | Acc(val) 0.7489 |
Epoch 00150 | Loss(train) 0.9485 | Acc(train) 0.6866 | Acc(val) 0.7653 |
Epoch 00151 | Loss(train) 0.9834 | Acc(train) 0.6751 | Acc(val) 0.7773 |*
Epoch 00152 | Loss(train) 0.9348 | Acc(train) 0.6721 | Acc(val) 0.7728 |
Epoch 00153 | Loss(train) 0.9749 | Acc(train) 0.6751 | Acc(val) 0.7758 |
Epoch 00154 | Loss(train) 0.9610 | Acc(train) 0.6856 | Acc(val) 0.7728 |
Epoch 00155 | Loss(train) 0.9494 | Acc(train) 0.6741 | Acc(val) 0.7638 |
Epoch 00156 | Loss(train) 0.9320 | Acc(train) 0.6891 | Acc(val) 0.7683 |
Epoch 00157 | Loss(train) 0.9918 | Acc(train) 0.6697 | Acc(val) 0.7743 |
Epoch 00158 | Loss(train) 0.9653 | Acc(train) 0.6826 | Acc(val) 0.7593 |
Epoch 00159 | Loss(train) 0.9507 | Acc(train) 0.6881 | Acc(val) 0.7474 |
Epoch 00160 | Loss(train) 0.9523 | Acc(train) 0.6836 | Acc(val) 0.7608 |
Epoch 00161 | Loss(train) 0.9312 | Acc(train) 0.6906 | Acc(val) 0.7668 |
Epoch 00162 | Loss(train) 0.9626 | Acc(train) 0.6911 | Acc(val) 0.7713 |
Epoch 00163 | Loss(train) 0.9672 | Acc(train) 0.6582 | Acc(val) 0.7578 |
Epoch 00164 | Loss(train) 0.9474 | Acc(train) 0.6781 | Acc(val) 0.7698 |
Epoch 00165 | Loss(train) 0.9539 | Acc(train) 0.6771 | Acc(val) 0.7698 |
Epoch 00166 | Loss(train) 0.9401 | Acc(train) 0.6771 | Acc(val) 0.7758 |
Epoch 00167 | Loss(train) 0.9727 | Acc(train) 0.6707 | Acc(val) 0.7862 |*
Epoch 00168 | Loss(train) 0.9468 | Acc(train) 0.6881 | Acc(val) 0.7892 |*
Epoch 00169 | Loss(train) 0.9376 | Acc(train) 0.6796 | Acc(val) 0.7743 |
Epoch 00170 | Loss(train) 0.9579 | Acc(train) 0.6876 | Acc(val) 0.7623 |
Epoch 00171 | Loss(train) 0.9252 | Acc(train) 0.6891 | Acc(val) 0.7578 |
Epoch 00172 | Loss(train) 0.9636 | Acc(train) 0.6816 | Acc(val) 0.7713 |
Epoch 00173 | Loss(train) 0.9244 | Acc(train) 0.6916 | Acc(val) 0.7683 |
Epoch 00174 | Loss(train) 0.9363 | Acc(train) 0.6841 | Acc(val) 0.7698 |
Epoch 00175 | Loss(train) 0.9367 | Acc(train) 0.6916 | Acc(val) 0.7698 |
Epoch 00176 | Loss(train) 0.9300 | Acc(train) 0.6976 | Acc(val) 0.7743 |
Epoch 00177 | Loss(train) 0.9485 | Acc(train) 0.6871 | Acc(val) 0.7818 |
Epoch 00178 | Loss(train) 0.9337 | Acc(train) 0.6776 | Acc(val) 0.7773 |
Epoch 00179 | Loss(train) 0.9829 | Acc(train) 0.6851 | Acc(val) 0.7698 |
Epoch 00180 | Loss(train) 0.9286 | Acc(train) 0.6801 | Acc(val) 0.7698 |
Epoch 00181 | Loss(train) 0.9315 | Acc(train) 0.6891 | Acc(val) 0.7758 |
Epoch 00182 | Loss(train) 0.9351 | Acc(train) 0.6861 | Acc(val) 0.7848 |
Epoch 00183 | Loss(train) 0.9114 | Acc(train) 0.6996 | Acc(val) 0.7818 |
Epoch 00184 | Loss(train) 0.9432 | Acc(train) 0.6786 | Acc(val) 0.7848 |
Epoch 00185 | Loss(train) 0.9267 | Acc(train) 0.6906 | Acc(val) 0.7698 |
Epoch 00186 | Loss(train) 0.9325 | Acc(train) 0.6921 | Acc(val) 0.7758 |
Epoch 00187 | Loss(train) 0.9335 | Acc(train) 0.6791 | Acc(val) 0.7803 |
Epoch 00188 | Loss(train) 0.9399 | Acc(train) 0.6896 | Acc(val) 0.7803 |
Epoch 00189 | Loss(train) 0.9438 | Acc(train) 0.6841 | Acc(val) 0.7713 |
Epoch 00190 | Loss(train) 0.8967 | Acc(train) 0.6976 | Acc(val) 0.7788 |
Epoch 00191 | Loss(train) 0.9000 | Acc(train) 0.6996 | Acc(val) 0.7833 |
Epoch 00192 | Loss(train) 0.8978 | Acc(train) 0.6901 | Acc(val) 0.7862 |
Epoch 00193 | Loss(train) 0.9176 | Acc(train) 0.6916 | Acc(val) 0.7773 |
Epoch 00194 | Loss(train) 0.9109 | Acc(train) 0.6851 | Acc(val) 0.7728 |
Epoch 00195 | Loss(train) 0.9165 | Acc(train) 0.6966 | Acc(val) 0.7713 |
Epoch 00196 | Loss(train) 0.9327 | Acc(train) 0.6861 | Acc(val) 0.7743 |
Epoch 00197 | Loss(train) 0.9413 | Acc(train) 0.6926 | Acc(val) 0.7818 |
Epoch 00198 | Loss(train) 0.9117 | Acc(train) 0.7010 | Acc(val) 0.7877 |
Epoch 00199 | Loss(train) 0.9695 | Acc(train) 0.6901 | Acc(val) 0.7848 |
Epoch 00200 | Loss(train) 0.9427 | Acc(train) 0.6941 | Acc(val) 0.7773 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'ETS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 128.61 MB
GPU Memory Reserved: 274.00 MB
Exp 3/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3713 | Acc(train) 0.0722 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 2.5083 | Acc(train) 0.3084 | Acc(val) 0.3558 |
Epoch 00003 | Loss(train) 2.1177 | Acc(train) 0.3134 | Acc(val) 0.3259 |
Epoch 00004 | Loss(train) 2.1595 | Acc(train) 0.2666 | Acc(val) 0.1644 |
Epoch 00005 | Loss(train) 2.1463 | Acc(train) 0.2496 | Acc(val) 0.1644 |
Epoch 00006 | Loss(train) 2.1255 | Acc(train) 0.2387 | Acc(val) 0.3767 |*
Epoch 00007 | Loss(train) 2.0758 | Acc(train) 0.2795 | Acc(val) 0.3543 |
Epoch 00008 | Loss(train) 2.0868 | Acc(train) 0.2581 | Acc(val) 0.3558 |
Epoch 00009 | Loss(train) 2.0903 | Acc(train) 0.3014 | Acc(val) 0.3558 |
Epoch 00010 | Loss(train) 2.0323 | Acc(train) 0.3139 | Acc(val) 0.3692 |
Epoch 00011 | Loss(train) 2.0157 | Acc(train) 0.3284 | Acc(val) 0.4126 |*
Epoch 00012 | Loss(train) 1.9600 | Acc(train) 0.3323 | Acc(val) 0.4126 |
Epoch 00013 | Loss(train) 1.9799 | Acc(train) 0.3568 | Acc(val) 0.4126 |
Epoch 00014 | Loss(train) 1.9529 | Acc(train) 0.3657 | Acc(val) 0.4036 |
Epoch 00015 | Loss(train) 1.9305 | Acc(train) 0.3667 | Acc(val) 0.3842 |
Epoch 00016 | Loss(train) 1.8865 | Acc(train) 0.3981 | Acc(val) 0.3752 |
Epoch 00017 | Loss(train) 1.8593 | Acc(train) 0.3996 | Acc(val) 0.3692 |
Epoch 00018 | Loss(train) 1.8423 | Acc(train) 0.4011 | Acc(val) 0.3901 |
Epoch 00019 | Loss(train) 1.8140 | Acc(train) 0.4071 | Acc(val) 0.4096 |
Epoch 00020 | Loss(train) 1.7909 | Acc(train) 0.4106 | Acc(val) 0.4126 |
Epoch 00021 | Loss(train) 1.7804 | Acc(train) 0.4006 | Acc(val) 0.3916 |
Epoch 00022 | Loss(train) 1.7584 | Acc(train) 0.4101 | Acc(val) 0.3901 |
Epoch 00023 | Loss(train) 1.7383 | Acc(train) 0.4131 | Acc(val) 0.4051 |
Epoch 00024 | Loss(train) 1.6979 | Acc(train) 0.4175 | Acc(val) 0.4170 |*
Epoch 00025 | Loss(train) 1.6954 | Acc(train) 0.4170 | Acc(val) 0.4469 |*
Epoch 00026 | Loss(train) 1.6704 | Acc(train) 0.4170 | Acc(val) 0.4619 |*
Epoch 00027 | Loss(train) 1.6985 | Acc(train) 0.4255 | Acc(val) 0.4843 |*
Epoch 00028 | Loss(train) 1.6565 | Acc(train) 0.4175 | Acc(val) 0.4589 |
Epoch 00029 | Loss(train) 1.6399 | Acc(train) 0.4205 | Acc(val) 0.4380 |
Epoch 00030 | Loss(train) 1.6352 | Acc(train) 0.4245 | Acc(val) 0.4559 |
Epoch 00031 | Loss(train) 1.6022 | Acc(train) 0.4290 | Acc(val) 0.4604 |
Epoch 00032 | Loss(train) 1.5994 | Acc(train) 0.4325 | Acc(val) 0.4574 |
Epoch 00033 | Loss(train) 1.5644 | Acc(train) 0.4375 | Acc(val) 0.4484 |
Epoch 00034 | Loss(train) 1.5909 | Acc(train) 0.4365 | Acc(val) 0.4604 |
Epoch 00035 | Loss(train) 1.5647 | Acc(train) 0.4340 | Acc(val) 0.5022 |*
Epoch 00036 | Loss(train) 1.5507 | Acc(train) 0.4509 | Acc(val) 0.5187 |*
Epoch 00037 | Loss(train) 1.5552 | Acc(train) 0.4484 | Acc(val) 0.4918 |
Epoch 00038 | Loss(train) 1.5174 | Acc(train) 0.4599 | Acc(val) 0.4888 |
Epoch 00039 | Loss(train) 1.5281 | Acc(train) 0.4579 | Acc(val) 0.5187 |
Epoch 00040 | Loss(train) 1.5133 | Acc(train) 0.4544 | Acc(val) 0.5426 |*
Epoch 00041 | Loss(train) 1.4947 | Acc(train) 0.4609 | Acc(val) 0.5456 |*
Epoch 00042 | Loss(train) 1.4812 | Acc(train) 0.4743 | Acc(val) 0.5680 |*
Epoch 00043 | Loss(train) 1.4867 | Acc(train) 0.4878 | Acc(val) 0.5710 |*
Epoch 00044 | Loss(train) 1.4580 | Acc(train) 0.4758 | Acc(val) 0.6009 |*
Epoch 00045 | Loss(train) 1.4643 | Acc(train) 0.4748 | Acc(val) 0.6188 |*
Epoch 00046 | Loss(train) 1.4605 | Acc(train) 0.4958 | Acc(val) 0.5979 |
Epoch 00047 | Loss(train) 1.4514 | Acc(train) 0.4878 | Acc(val) 0.6248 |*
Epoch 00048 | Loss(train) 1.4469 | Acc(train) 0.5047 | Acc(val) 0.6024 |
Epoch 00049 | Loss(train) 1.4223 | Acc(train) 0.4943 | Acc(val) 0.5934 |
Epoch 00050 | Loss(train) 1.4206 | Acc(train) 0.5072 | Acc(val) 0.6263 |*
Epoch 00051 | Loss(train) 1.4149 | Acc(train) 0.5072 | Acc(val) 0.6592 |*
Epoch 00052 | Loss(train) 1.4423 | Acc(train) 0.5237 | Acc(val) 0.6532 |
Epoch 00053 | Loss(train) 1.3990 | Acc(train) 0.5282 | Acc(val) 0.5785 |
Epoch 00054 | Loss(train) 1.4463 | Acc(train) 0.5127 | Acc(val) 0.6218 |
Epoch 00055 | Loss(train) 1.3559 | Acc(train) 0.5615 | Acc(val) 0.6413 |
Epoch 00056 | Loss(train) 1.3593 | Acc(train) 0.5665 | Acc(val) 0.6457 |
Epoch 00057 | Loss(train) 1.3605 | Acc(train) 0.5366 | Acc(val) 0.6263 |
Epoch 00058 | Loss(train) 1.3517 | Acc(train) 0.5620 | Acc(val) 0.6487 |
Epoch 00059 | Loss(train) 1.3219 | Acc(train) 0.5501 | Acc(val) 0.6622 |*
Epoch 00060 | Loss(train) 1.3017 | Acc(train) 0.5740 | Acc(val) 0.6472 |
Epoch 00061 | Loss(train) 1.3145 | Acc(train) 0.5640 | Acc(val) 0.6532 |
Epoch 00062 | Loss(train) 1.3244 | Acc(train) 0.5770 | Acc(val) 0.6517 |
Epoch 00063 | Loss(train) 1.3195 | Acc(train) 0.5690 | Acc(val) 0.6442 |
Epoch 00064 | Loss(train) 1.3161 | Acc(train) 0.5521 | Acc(val) 0.6652 |*
Epoch 00065 | Loss(train) 1.3448 | Acc(train) 0.5715 | Acc(val) 0.6517 |
Epoch 00066 | Loss(train) 1.3122 | Acc(train) 0.5655 | Acc(val) 0.6457 |
Epoch 00067 | Loss(train) 1.2859 | Acc(train) 0.5770 | Acc(val) 0.6607 |
Epoch 00068 | Loss(train) 1.2599 | Acc(train) 0.5815 | Acc(val) 0.6622 |
Epoch 00069 | Loss(train) 1.2650 | Acc(train) 0.5845 | Acc(val) 0.6487 |
Epoch 00070 | Loss(train) 1.2315 | Acc(train) 0.5845 | Acc(val) 0.6547 |
Epoch 00071 | Loss(train) 1.2555 | Acc(train) 0.5795 | Acc(val) 0.6622 |
Epoch 00072 | Loss(train) 1.2548 | Acc(train) 0.5884 | Acc(val) 0.6622 |
Epoch 00073 | Loss(train) 1.2269 | Acc(train) 0.5904 | Acc(val) 0.6712 |*
Epoch 00074 | Loss(train) 1.2155 | Acc(train) 0.5790 | Acc(val) 0.6712 |
Epoch 00075 | Loss(train) 1.2157 | Acc(train) 0.5924 | Acc(val) 0.6712 |
Epoch 00076 | Loss(train) 1.2063 | Acc(train) 0.6049 | Acc(val) 0.6652 |
Epoch 00077 | Loss(train) 1.1905 | Acc(train) 0.6034 | Acc(val) 0.6697 |
Epoch 00078 | Loss(train) 1.2199 | Acc(train) 0.5989 | Acc(val) 0.6771 |*
Epoch 00079 | Loss(train) 1.1902 | Acc(train) 0.6069 | Acc(val) 0.6786 |*
Epoch 00080 | Loss(train) 1.1944 | Acc(train) 0.6158 | Acc(val) 0.6726 |
Epoch 00081 | Loss(train) 1.1703 | Acc(train) 0.5939 | Acc(val) 0.6786 |
Epoch 00082 | Loss(train) 1.1511 | Acc(train) 0.6163 | Acc(val) 0.6876 |*
Epoch 00083 | Loss(train) 1.1849 | Acc(train) 0.6079 | Acc(val) 0.6786 |
Epoch 00084 | Loss(train) 1.1833 | Acc(train) 0.6084 | Acc(val) 0.6771 |
Epoch 00085 | Loss(train) 1.1729 | Acc(train) 0.6114 | Acc(val) 0.6726 |
Epoch 00086 | Loss(train) 1.1281 | Acc(train) 0.6024 | Acc(val) 0.6771 |
Epoch 00087 | Loss(train) 1.1671 | Acc(train) 0.6208 | Acc(val) 0.6861 |
Epoch 00088 | Loss(train) 1.1538 | Acc(train) 0.6273 | Acc(val) 0.6921 |*
Epoch 00089 | Loss(train) 1.1247 | Acc(train) 0.6398 | Acc(val) 0.6936 |*
Epoch 00090 | Loss(train) 1.1122 | Acc(train) 0.6418 | Acc(val) 0.6891 |
Epoch 00091 | Loss(train) 1.1474 | Acc(train) 0.6248 | Acc(val) 0.6921 |
Epoch 00092 | Loss(train) 1.1341 | Acc(train) 0.6363 | Acc(val) 0.7010 |*
Epoch 00093 | Loss(train) 1.1230 | Acc(train) 0.6383 | Acc(val) 0.6936 |
Epoch 00094 | Loss(train) 1.1023 | Acc(train) 0.6348 | Acc(val) 0.6936 |
Epoch 00095 | Loss(train) 1.1088 | Acc(train) 0.6333 | Acc(val) 0.6921 |
Epoch 00096 | Loss(train) 1.1034 | Acc(train) 0.6487 | Acc(val) 0.7025 |*
Epoch 00097 | Loss(train) 1.1024 | Acc(train) 0.6273 | Acc(val) 0.7055 |*
Epoch 00098 | Loss(train) 1.1032 | Acc(train) 0.6348 | Acc(val) 0.6966 |
Epoch 00099 | Loss(train) 1.1130 | Acc(train) 0.6432 | Acc(val) 0.6906 |
Epoch 00100 | Loss(train) 1.0968 | Acc(train) 0.6333 | Acc(val) 0.6876 |
Epoch 00101 | Loss(train) 1.0842 | Acc(train) 0.6462 | Acc(val) 0.6981 |
Epoch 00102 | Loss(train) 1.1088 | Acc(train) 0.6358 | Acc(val) 0.6996 |
Epoch 00103 | Loss(train) 1.0652 | Acc(train) 0.6557 | Acc(val) 0.7145 |*
Epoch 00104 | Loss(train) 1.1107 | Acc(train) 0.6447 | Acc(val) 0.7085 |
Epoch 00105 | Loss(train) 1.0942 | Acc(train) 0.6497 | Acc(val) 0.7025 |
Epoch 00106 | Loss(train) 1.0914 | Acc(train) 0.6587 | Acc(val) 0.6966 |
Epoch 00107 | Loss(train) 1.0620 | Acc(train) 0.6462 | Acc(val) 0.6981 |
Epoch 00108 | Loss(train) 1.0932 | Acc(train) 0.6358 | Acc(val) 0.7010 |
Epoch 00109 | Loss(train) 1.1083 | Acc(train) 0.6452 | Acc(val) 0.7040 |
Epoch 00110 | Loss(train) 1.1001 | Acc(train) 0.6497 | Acc(val) 0.7085 |
Epoch 00111 | Loss(train) 1.1178 | Acc(train) 0.6363 | Acc(val) 0.7130 |
Epoch 00112 | Loss(train) 1.0725 | Acc(train) 0.6542 | Acc(val) 0.7025 |
Epoch 00113 | Loss(train) 1.0983 | Acc(train) 0.6318 | Acc(val) 0.6936 |
Epoch 00114 | Loss(train) 1.0160 | Acc(train) 0.6632 | Acc(val) 0.6861 |
Epoch 00115 | Loss(train) 1.1206 | Acc(train) 0.6248 | Acc(val) 0.6966 |
Epoch 00116 | Loss(train) 1.0456 | Acc(train) 0.6527 | Acc(val) 0.7025 |
Epoch 00117 | Loss(train) 1.0731 | Acc(train) 0.6512 | Acc(val) 0.7085 |
Epoch 00118 | Loss(train) 1.0867 | Acc(train) 0.6447 | Acc(val) 0.7130 |
Epoch 00119 | Loss(train) 1.0398 | Acc(train) 0.6697 | Acc(val) 0.6966 |
Epoch 00120 | Loss(train) 1.0681 | Acc(train) 0.6467 | Acc(val) 0.7070 |
Epoch 00121 | Loss(train) 1.0627 | Acc(train) 0.6517 | Acc(val) 0.7025 |
Epoch 00122 | Loss(train) 1.0433 | Acc(train) 0.6587 | Acc(val) 0.7100 |
Epoch 00123 | Loss(train) 1.0556 | Acc(train) 0.6502 | Acc(val) 0.7205 |*
Epoch 00124 | Loss(train) 1.1139 | Acc(train) 0.6333 | Acc(val) 0.7354 |*
Epoch 00125 | Loss(train) 1.0328 | Acc(train) 0.6687 | Acc(val) 0.7160 |
Epoch 00126 | Loss(train) 1.0288 | Acc(train) 0.6557 | Acc(val) 0.7055 |
Epoch 00127 | Loss(train) 1.0551 | Acc(train) 0.6587 | Acc(val) 0.7100 |
Epoch 00128 | Loss(train) 1.0731 | Acc(train) 0.6712 | Acc(val) 0.7115 |
Epoch 00129 | Loss(train) 1.0469 | Acc(train) 0.6577 | Acc(val) 0.7280 |
Epoch 00130 | Loss(train) 1.0316 | Acc(train) 0.6602 | Acc(val) 0.7265 |
Epoch 00131 | Loss(train) 1.0486 | Acc(train) 0.6627 | Acc(val) 0.7100 |
Epoch 00132 | Loss(train) 1.0167 | Acc(train) 0.6667 | Acc(val) 0.7070 |
Epoch 00133 | Loss(train) 1.0207 | Acc(train) 0.6532 | Acc(val) 0.7145 |
Epoch 00134 | Loss(train) 1.0475 | Acc(train) 0.6432 | Acc(val) 0.7190 |
Epoch 00135 | Loss(train) 1.0019 | Acc(train) 0.6617 | Acc(val) 0.7085 |
Epoch 00136 | Loss(train) 1.0207 | Acc(train) 0.6721 | Acc(val) 0.7160 |
Epoch 00137 | Loss(train) 1.0271 | Acc(train) 0.6627 | Acc(val) 0.7369 |*
Epoch 00138 | Loss(train) 1.0116 | Acc(train) 0.6692 | Acc(val) 0.7474 |*
Epoch 00139 | Loss(train) 1.0058 | Acc(train) 0.6721 | Acc(val) 0.7474 |
Epoch 00140 | Loss(train) 1.0065 | Acc(train) 0.6682 | Acc(val) 0.7489 |*
Epoch 00141 | Loss(train) 1.0127 | Acc(train) 0.6697 | Acc(val) 0.7130 |
Epoch 00142 | Loss(train) 0.9861 | Acc(train) 0.6677 | Acc(val) 0.7175 |
Epoch 00143 | Loss(train) 0.9868 | Acc(train) 0.6721 | Acc(val) 0.7384 |
Epoch 00144 | Loss(train) 0.9993 | Acc(train) 0.6707 | Acc(val) 0.7324 |
Epoch 00145 | Loss(train) 1.0161 | Acc(train) 0.6652 | Acc(val) 0.7399 |
Epoch 00146 | Loss(train) 0.9877 | Acc(train) 0.6637 | Acc(val) 0.7414 |
Epoch 00147 | Loss(train) 0.9815 | Acc(train) 0.6776 | Acc(val) 0.7459 |
Epoch 00148 | Loss(train) 1.0271 | Acc(train) 0.6662 | Acc(val) 0.7235 |
Epoch 00149 | Loss(train) 1.0117 | Acc(train) 0.6692 | Acc(val) 0.7235 |
Epoch 00150 | Loss(train) 1.0409 | Acc(train) 0.6726 | Acc(val) 0.7369 |
Epoch 00151 | Loss(train) 1.0076 | Acc(train) 0.6677 | Acc(val) 0.7444 |
Epoch 00152 | Loss(train) 1.0154 | Acc(train) 0.6597 | Acc(val) 0.7384 |
Epoch 00153 | Loss(train) 1.0195 | Acc(train) 0.6677 | Acc(val) 0.7414 |
Epoch 00154 | Loss(train) 0.9919 | Acc(train) 0.6642 | Acc(val) 0.7205 |
Epoch 00155 | Loss(train) 0.9987 | Acc(train) 0.6657 | Acc(val) 0.7100 |
Epoch 00156 | Loss(train) 0.9854 | Acc(train) 0.6766 | Acc(val) 0.7220 |
Epoch 00157 | Loss(train) 0.9944 | Acc(train) 0.6627 | Acc(val) 0.7534 |*
Epoch 00158 | Loss(train) 1.0140 | Acc(train) 0.6697 | Acc(val) 0.7519 |
Epoch 00159 | Loss(train) 0.9930 | Acc(train) 0.6766 | Acc(val) 0.7534 |
Epoch 00160 | Loss(train) 1.0107 | Acc(train) 0.6731 | Acc(val) 0.7549 |*
Epoch 00161 | Loss(train) 0.9778 | Acc(train) 0.6667 | Acc(val) 0.7429 |
Epoch 00162 | Loss(train) 0.9844 | Acc(train) 0.6672 | Acc(val) 0.7399 |
Epoch 00163 | Loss(train) 0.9527 | Acc(train) 0.6702 | Acc(val) 0.7414 |
Epoch 00164 | Loss(train) 0.9896 | Acc(train) 0.6741 | Acc(val) 0.7459 |
Epoch 00165 | Loss(train) 0.9589 | Acc(train) 0.6746 | Acc(val) 0.7593 |*
Epoch 00166 | Loss(train) 1.0077 | Acc(train) 0.6707 | Acc(val) 0.7354 |
Epoch 00167 | Loss(train) 1.0229 | Acc(train) 0.6657 | Acc(val) 0.7085 |
Epoch 00168 | Loss(train) 1.0005 | Acc(train) 0.6811 | Acc(val) 0.7085 |
Epoch 00169 | Loss(train) 1.0183 | Acc(train) 0.6587 | Acc(val) 0.7414 |
Epoch 00170 | Loss(train) 0.9832 | Acc(train) 0.6692 | Acc(val) 0.7504 |
Epoch 00171 | Loss(train) 0.9824 | Acc(train) 0.6821 | Acc(val) 0.7578 |
Epoch 00172 | Loss(train) 0.9755 | Acc(train) 0.6816 | Acc(val) 0.7564 |
Epoch 00173 | Loss(train) 0.9755 | Acc(train) 0.6781 | Acc(val) 0.7489 |
Epoch 00174 | Loss(train) 0.9670 | Acc(train) 0.6756 | Acc(val) 0.7534 |
Epoch 00175 | Loss(train) 0.9717 | Acc(train) 0.6697 | Acc(val) 0.7474 |
Epoch 00176 | Loss(train) 0.9857 | Acc(train) 0.6627 | Acc(val) 0.7459 |
Epoch 00177 | Loss(train) 0.9599 | Acc(train) 0.6831 | Acc(val) 0.7549 |
Epoch 00178 | Loss(train) 0.9689 | Acc(train) 0.6721 | Acc(val) 0.7638 |*
Epoch 00179 | Loss(train) 0.9932 | Acc(train) 0.6731 | Acc(val) 0.7593 |
Epoch 00180 | Loss(train) 0.9515 | Acc(train) 0.6851 | Acc(val) 0.7429 |
Epoch 00181 | Loss(train) 0.9491 | Acc(train) 0.6871 | Acc(val) 0.7444 |
Epoch 00182 | Loss(train) 0.9419 | Acc(train) 0.6861 | Acc(val) 0.7474 |
Epoch 00183 | Loss(train) 0.9485 | Acc(train) 0.6826 | Acc(val) 0.7578 |
Epoch 00184 | Loss(train) 0.9642 | Acc(train) 0.6677 | Acc(val) 0.7578 |
Epoch 00185 | Loss(train) 1.0292 | Acc(train) 0.6697 | Acc(val) 0.7564 |
Epoch 00186 | Loss(train) 0.9502 | Acc(train) 0.6826 | Acc(val) 0.7593 |
Epoch 00187 | Loss(train) 0.9806 | Acc(train) 0.6786 | Acc(val) 0.7608 |
Epoch 00188 | Loss(train) 0.9682 | Acc(train) 0.6746 | Acc(val) 0.7593 |
Epoch 00189 | Loss(train) 0.9673 | Acc(train) 0.6856 | Acc(val) 0.7444 |
Epoch 00190 | Loss(train) 0.9303 | Acc(train) 0.6956 | Acc(val) 0.7429 |
Epoch 00191 | Loss(train) 0.9602 | Acc(train) 0.6906 | Acc(val) 0.7474 |
Epoch 00192 | Loss(train) 0.9546 | Acc(train) 0.6806 | Acc(val) 0.7504 |
Epoch 00193 | Loss(train) 0.9459 | Acc(train) 0.6796 | Acc(val) 0.7683 |*
Epoch 00194 | Loss(train) 0.9671 | Acc(train) 0.6831 | Acc(val) 0.7758 |*
Epoch 00195 | Loss(train) 0.9505 | Acc(train) 0.6856 | Acc(val) 0.7653 |
Epoch 00196 | Loss(train) 0.9550 | Acc(train) 0.6791 | Acc(val) 0.7668 |
Epoch 00197 | Loss(train) 0.9958 | Acc(train) 0.6647 | Acc(val) 0.7564 |
Epoch 00198 | Loss(train) 0.9871 | Acc(train) 0.6771 | Acc(val) 0.7623 |
Epoch 00199 | Loss(train) 0.9561 | Acc(train) 0.6721 | Acc(val) 0.7623 |
Epoch 00200 | Loss(train) 0.9813 | Acc(train) 0.6806 | Acc(val) 0.7698 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'ETS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 128.61 MB
GPU Memory Reserved: 274.00 MB
Exp 4/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3204 | Acc(train) 0.1051 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 3.0181 | Acc(train) 0.3617 | Acc(val) 0.4514 |*
Epoch 00003 | Loss(train) 2.1925 | Acc(train) 0.2656 | Acc(val) 0.1809 |
Epoch 00004 | Loss(train) 2.2095 | Acc(train) 0.1943 | Acc(val) 0.1495 |
Epoch 00005 | Loss(train) 2.2181 | Acc(train) 0.1599 | Acc(val) 0.2197 |
Epoch 00006 | Loss(train) 2.2179 | Acc(train) 0.1619 | Acc(val) 0.1839 |
Epoch 00007 | Loss(train) 2.1844 | Acc(train) 0.1639 | Acc(val) 0.5232 |*
